target	regulator	condition	weight
CDKN1A	REL	CD8 Exhausted	3.5357993466791453
NEAT1	REL	CD8 Exhausted	3.156616692716436
ZC3H12A	REL	CD8 Exhausted	3.033266182347558
NFKB1	REL	CD8 Exhausted	2.671280796151941
CCR7	REL	CD8 Exhausted	2.619593639354723
MAP3K8	REL	CD8 Exhausted	2.235597474281509
TNFAIP8	REL	CD8 Exhausted	2.226831644528545
RTN4	REL	CD8 Exhausted	2.1200710666669944
NFKBIZ	REL	CD8 Exhausted	2.0070119320401254
TXNIP	REL	CD8 Exhausted	1.9282827292485205
RAB11FIP1	REL	CD8 Exhausted	1.9081170781409056
LDLRAD4	REL	CD8 Exhausted	1.8499821323798828
H2AFZ	REL	CD8 Exhausted	1.8254141647985416
TRAF1	REL	CD8 Exhausted	1.8226441224808725
GPX1	REL	CD8 Exhausted	1.764812954527343
MARCKSL1	REL	CD8 Exhausted	1.623501361288337
JUNB	REL	CD8 Exhausted	1.4865071246824415
KDM6B	REL	CD8 Exhausted	1.47683762201788
NR4A2	REL	CD8 Exhausted	1.2699961434057636
TPM4	REL	CD8 Exhausted	1.2196617638003997
CD69	REL	CD8 Exhausted	1.1426784192855728
REL	REL	CD8 Exhausted	1.0
YPEL5	REL	CD8 Exhausted	0.9978043734987732
MYADM	REL	CD8 Exhausted	0.9909042610794996
PEA15	REL	CD8 Exhausted	0.9864453076399974
IRF2BP2	REL	CD8 Exhausted	0.9688852775462204
FKBP4	REL	CD8 Exhausted	0.9310512326361092
CTSS	REL	CD8 Exhausted	0.7947126602196658
GADD45B	REL	CD8 Exhausted	0.7651670639556803
FOXP1	REL	CD8 Exhausted	0.704922485778057
PIM3	REL	CD8 Exhausted	0.6685149662123262
ZEB2	REL	CD8 Exhausted	0.6595787340679476
CDC42EP3	REL	CD8 Exhausted	0.6476703547233448
LITAF	REL	CD8 Exhausted	0.5909325378474942
BAZ1A	REL	CD8 Exhausted	0.5876647792581708
DNAJB1	REL	CD8 Exhausted	0.5828662735902802
PFN1	REL	CD8 Exhausted	0.5447040681655136
BIRC3	REL	CD8 Exhausted	0.5241925815006367
CSRNP1	REL	CD8 Exhausted	0.5157797225675983
HMGA1	REL	CD8 Exhausted	0.5114479352586443
SMS	REL	CD8 Exhausted	0.5110589363079815
JUND	REL	CD8 Exhausted	0.4961010094290335
PDE4B	REL	CD8 Exhausted	0.4915733272984924
CTSB	REL	CD8 Exhausted	0.4273779722411107
COTL1	REL	CD8 Exhausted	0.3197358297798019
SESN3	REL	CD8 Exhausted	0.291954787496671
TAGAP	REL	CD8 Exhausted	0.2789877153863035
RGS2	REL	CD8 Exhausted	0.2504448751774425
NR3C1	REL	CD8 Exhausted	0.2197280146420654
ZFP36	REL	CD8 Exhausted	0.1433533596627683
ANP32B	REL	CD8 Exhausted	0.1013730223669618
BIRC2	STAT3	CD8 Exhausted	2.125080913479891
YPEL5	STAT3	CD8 Exhausted	1.5709349421579049
GALM	STAT3	CD8 Exhausted	1.4898760185767217
TNFAIP3	STAT3	CD8 Exhausted	1.386822654263119
ACP5	STAT3	CD8 Exhausted	1.362168572831341
MAP3K8	STAT3	CD8 Exhausted	1.2827739176736557
IFI6	STAT3	CD8 Exhausted	1.269056668297181
ARHGAP9	STAT3	CD8 Exhausted	1.2028312427577337
FOSL2	STAT3	CD8 Exhausted	1.1830624958243674
RHBDF2	STAT3	CD8 Exhausted	1.1768714037299324
G6PD	STAT3	CD8 Exhausted	1.171193005108945
APLP2	STAT3	CD8 Exhausted	1.1346667624106055
PTGER4	STAT3	CD8 Exhausted	1.075979118188803
STAT5A	STAT3	CD8 Exhausted	1.0205438582144348
SYTL3	STAT3	CD8 Exhausted	1.00111065467435
STAT3	STAT3	CD8 Exhausted	1.0
CCND2	STAT3	CD8 Exhausted	0.9868203837335832
PABPC1	STAT3	CD8 Exhausted	0.9773826149057449
CARD16	STAT3	CD8 Exhausted	0.9495282265035055
ICOS	STAT3	CD8 Exhausted	0.9386859333711122
TSHZ2	STAT3	CD8 Exhausted	0.9351271473279896
PPP1R16B	STAT3	CD8 Exhausted	0.929725079295012
RNF19A	STAT3	CD8 Exhausted	0.910541268144782
CD44	STAT3	CD8 Exhausted	0.9075861720667884
FAM46C	STAT3	CD8 Exhausted	0.9012271367814788
BTG1	STAT3	CD8 Exhausted	0.8978164437913614
SMCHD1	STAT3	CD8 Exhausted	0.862174401582895
GZMB	STAT3	CD8 Exhausted	0.8355422150524985
ALOX5AP	STAT3	CD8 Exhausted	0.8081012703370087
JAML	STAT3	CD8 Exhausted	0.792696029708
TNFSF10	STAT3	CD8 Exhausted	0.7899802071130333
ISG15	STAT3	CD8 Exhausted	0.768988244678551
JOSD1	STAT3	CD8 Exhausted	0.7531942069354007
TNFRSF1B	STAT3	CD8 Exhausted	0.7355645247148859
VPS37B	STAT3	CD8 Exhausted	0.7339067916561728
GYG1	STAT3	CD8 Exhausted	0.7336247491204694
MARCKSL1	STAT3	CD8 Exhausted	0.7301870064172307
AKNA	STAT3	CD8 Exhausted	0.7241442511243019
PDCD1	STAT3	CD8 Exhausted	0.7020601185146651
ABLIM1	STAT3	CD8 Exhausted	0.6823344047141316
ZFP36	STAT3	CD8 Exhausted	0.6533952267362403
ARAP2	STAT3	CD8 Exhausted	0.6528921048162852
SLC39A8	STAT3	CD8 Exhausted	0.641211504071226
SRGN	STAT3	CD8 Exhausted	0.6347356903920299
PSAP	STAT3	CD8 Exhausted	0.631410622740652
SAMSN1	STAT3	CD8 Exhausted	0.6224744614167226
GPCPD1	STAT3	CD8 Exhausted	0.5903968382483942
ZEB2	STAT3	CD8 Exhausted	0.5555130869331323
RPS29	STAT3	CD8 Exhausted	0.553095449479319
JUND	STAT3	CD8 Exhausted	0.5317801473991796
SLC16A3	STAT3	CD8 Exhausted	0.5312384099541271
SRRT	STAT3	CD8 Exhausted	0.5240226568900883
CD53	STAT3	CD8 Exhausted	0.5218533157945046
CHMP1B	STAT3	CD8 Exhausted	0.5154866607283407
HTATIP2	STAT3	CD8 Exhausted	0.499642301323369
ELL2	STAT3	CD8 Exhausted	0.4963054119990018
TMEM2	STAT3	CD8 Exhausted	0.494701866960899
TSC22D3	STAT3	CD8 Exhausted	0.4860264513694226
MAF	STAT3	CD8 Exhausted	0.4775845527193931
PTPRC	STAT3	CD8 Exhausted	0.476161574576031
APOBEC3G	STAT3	CD8 Exhausted	0.4746780680018617
BATF	STAT3	CD8 Exhausted	0.4637954853925381
CMIP	STAT3	CD8 Exhausted	0.4547576860498686
HLA-B	STAT3	CD8 Exhausted	0.4489407270070806
SH2D1A	STAT3	CD8 Exhausted	0.4364027625385549
CBLB	STAT3	CD8 Exhausted	0.4241855640510172
RALA	STAT3	CD8 Exhausted	0.4182433935310363
FYN	STAT3	CD8 Exhausted	0.4155240036910672
PDE4D	STAT3	CD8 Exhausted	0.4109046779968846
BIRC3	STAT3	CD8 Exhausted	0.4097454349439411
CD4	STAT3	CD8 Exhausted	0.4066860984622912
PEA15	STAT3	CD8 Exhausted	0.3977487787129908
NAMPT	STAT3	CD8 Exhausted	0.3809391478044403
EML4	STAT3	CD8 Exhausted	0.3781133374863988
HSPA5	STAT3	CD8 Exhausted	0.3566375208772482
PITPNC1	STAT3	CD8 Exhausted	0.3282177375059614
BID	STAT3	CD8 Exhausted	0.3262929284683719
JUNB	STAT3	CD8 Exhausted	0.3255664125697607
WARS	STAT3	CD8 Exhausted	0.3216168552752829
SOX4	STAT3	CD8 Exhausted	0.3210622230158652
HLA-A	STAT3	CD8 Exhausted	0.3186342732410951
JUN	STAT3	CD8 Exhausted	0.3103338247400961
SATB1	STAT3	CD8 Exhausted	0.308197081217332
SESN3	STAT3	CD8 Exhausted	0.3052058807652023
NFKBIZ	STAT3	CD8 Exhausted	0.3005789599908232
XAB2	STAT3	CD8 Exhausted	0.2883384643997668
SETD2	STAT3	CD8 Exhausted	0.2868227759273566
SPTBN1	STAT3	CD8 Exhausted	0.2665186945632244
BHLHE40	STAT3	CD8 Exhausted	0.2431491460043205
ITPR1	STAT3	CD8 Exhausted	0.2224379955919828
PRDM1	STAT3	CD8 Exhausted	0.2119427634866749
PIK3R1	STAT3	CD8 Exhausted	0.2081073401612435
ZFP36L2	STAT3	CD8 Exhausted	0.1853130319588292
RGS2	STAT3	CD8 Exhausted	0.1640582754549711
LITAF	STAT3	CD8 Exhausted	0.1638948151467508
FOXP1	STAT3	CD8 Exhausted	0.0610807690104136
FOSL2	STAT5A	CD8 Exhausted	1.9897507734533404
SATB1	STAT5A	CD8 Exhausted	1.0657113820602413
PRDM1	STAT5A	CD8 Exhausted	0.8363294286992149
CTSA	XBP1	CD8 Exhausted	1.3953053847347971
GLIPR1	XBP1	CD8 Exhausted	1.2823793447961511
RBM3	XBP1	CD8 Exhausted	1.153330928359349
BTG2	XBP1	CD8 Exhausted	0.9692495949131286
ATP1B3	XBP1	CD8 Exhausted	0.9095387251295766
HERPUD1	XBP1	CD8 Exhausted	0.8976527945561786
TSPYL2	XBP1	CD8 Exhausted	0.8530025843073348
TESC	XBP1	CD8 Exhausted	0.8359811724364894
FOS	XBP1	CD8 Exhausted	0.7988959274290013
INSIG1	XBP1	CD8 Exhausted	0.7484129393076426
BTG1	XBP1	CD8 Exhausted	0.7278689398384467
CREM	XBP1	CD8 Exhausted	0.727107694981648
SSR4	XBP1	CD8 Exhausted	0.7113371706820809
NR4A2	XBP1	CD8 Exhausted	0.6544261072449499
GLRX	XBP1	CD8 Exhausted	0.6339564948266796
PABPC1	XBP1	CD8 Exhausted	0.6177163092510105
GPCPD1	XBP1	CD8 Exhausted	0.6162156020150737
IL21R	XBP1	CD8 Exhausted	0.5980357175546576
TUBA4A	XBP1	CD8 Exhausted	0.5863649913501725
PPP1R15A	XBP1	CD8 Exhausted	0.5439450709544721
CD44	XBP1	CD8 Exhausted	0.538522476532223
MIR4435-2HG	XBP1	CD8 Exhausted	0.5253301088184571
HSPH1	XBP1	CD8 Exhausted	0.5208659217801597
AHNAK	XBP1	CD8 Exhausted	0.4819846979515005
RTN4	XBP1	CD8 Exhausted	0.4466687980619315
TRAF1	XBP1	CD8 Exhausted	0.4327884330955125
ELL2	XBP1	CD8 Exhausted	0.4093594472885364
CDKN1A	XBP1	CD8 Exhausted	0.3940895605342188
EIF4A1	XBP1	CD8 Exhausted	0.3898803767760075
PIM3	XBP1	CD8 Exhausted	0.3865904776910969
VPS37B	XBP1	CD8 Exhausted	0.3792818291379532
RAB11FIP1	XBP1	CD8 Exhausted	0.3634088828764006
DUSP16	XBP1	CD8 Exhausted	0.3457978844349544
CCNH	XBP1	CD8 Exhausted	0.333341196425111
LIMA1	XBP1	CD8 Exhausted	0.3217019158503342
CBX3	XBP1	CD8 Exhausted	0.2973346076460973
PCED1B	XBP1	CD8 Exhausted	0.2944664299068509
FAM177A1	XBP1	CD8 Exhausted	0.2851530786675446
MARCKSL1	XBP1	CD8 Exhausted	0.2847827675256894
RALA	XBP1	CD8 Exhausted	0.2820502528600374
PRNP	XBP1	CD8 Exhausted	0.2739537469239618
ANXA1	XBP1	CD8 Exhausted	0.2720796991095356
LDLRAD4	XBP1	CD8 Exhausted	0.2455422946255134
NINJ1	XBP1	CD8 Exhausted	0.2381329522212812
GABARAPL1	XBP1	CD8 Exhausted	0.2366033371506312
ARAP2	XBP1	CD8 Exhausted	0.2317172307734194
PRDM1	XBP1	CD8 Exhausted	0.2126556675322491
KDM6B	XBP1	CD8 Exhausted	0.2124836527981579
ZFP36	XBP1	CD8 Exhausted	0.209906766138449
DDIT4	XBP1	CD8 Exhausted	0.1844267286686559
DUSP1	XBP1	CD8 Exhausted	0.1802607298037216
CHMP1B	XBP1	CD8 Exhausted	0.1715464243435513
IRF2BP2	XBP1	CD8 Exhausted	0.1669306202807963
JUND	XBP1	CD8 Exhausted	0.16219508558458
SAT1	XBP1	CD8 Exhausted	0.1089815310524417
IER2	XBP1	CD8 Exhausted	0.0995923047539161
JUN	XBP1	CD8 Exhausted	0.0719195715365799
NEAT1	XBP1	CD8 Exhausted	0.0490939651787583
RPLP0	YBX1	CD8 Exhausted	3.043392029862805
SOD2	YBX1	CD8 Exhausted	2.195244076948142
CKS2	YBX1	CD8 Exhausted	1.838084240954724
COTL1	YBX1	CD8 Exhausted	1.3927137633661824
FTL	YBX1	CD8 Exhausted	1.2845080228020649
H2AFX	YBX1	CD8 Exhausted	1.179703528080443
YBX1	YBX1	CD8 Exhausted	1.0
BHLHE40	ATF4	Macrophage	1.3221206050496637
SHMT2	ATF4	Macrophage	1.0635519183794624
ABCG1	ATF4	Macrophage	0.5238193223347115
HMGB1	ATF4	Macrophage	0.3839911151877427
HMGN2	ATF4	Macrophage	0.0524772312927414
IL21R	BATF	Macrophage	2.5850256614957514
BCL2L11	BATF	Macrophage	1.9424878066559028
AHNAK	BATF	Macrophage	1.907410152835112
DUSP4	BATF	Macrophage	1.8159661061729289
TNFRSF1B	BATF	Macrophage	1.749493603687079
SESN3	BATF	Macrophage	1.7460882776690474
SLC1A4	BATF	Macrophage	1.743101942800048
PDE4D	BATF	Macrophage	1.742102279746852
RAB11FIP1	BATF	Macrophage	1.6915621153927207
NINJ1	BATF	Macrophage	1.590634511089541
TNFAIP8	BATF	Macrophage	1.5487749505683732
MT2A	BATF	Macrophage	1.5407608573232408
GLRX	BATF	Macrophage	1.4504234360813713
HTATIP2	BATF	Macrophage	1.365264986594407
SDCBP	BATF	Macrophage	1.3527159459734623
CDC42EP3	BATF	Macrophage	1.3461576959459025
CXCL13	BATF	Macrophage	1.34256390584184
CTLA4	BATF	Macrophage	1.2919826375890997
CD7	BATF	Macrophage	1.2808633837405752
CTSC	BATF	Macrophage	1.2502326024027457
STAM	BATF	Macrophage	1.2185198419833965
LYST	BATF	Macrophage	1.1581352155952669
IKZF3	BATF	Macrophage	1.1442918888064515
MIR4435-2HG	BATF	Macrophage	1.1266261751369668
CD5	BATF	Macrophage	1.1118498461409396
ATP2B4	BATF	Macrophage	1.1103355497698044
STAT5A	BATF	Macrophage	1.0875853980977044
CD4	BATF	Macrophage	1.074799752962856
IL16	BATF	Macrophage	1.07010338222262
TGIF1	BATF	Macrophage	1.05936660652544
LDLRAD4	BATF	Macrophage	1.021387126083849
FAM107B	BATF	Macrophage	1.0028243830960832
GPX1	BATF	Macrophage	0.946451268868474
PTPRC	BATF	Macrophage	0.9393815302618754
SMS	BATF	Macrophage	0.9341348187663008
LINC00152	BATF	Macrophage	0.9117565533799166
GYG1	BATF	Macrophage	0.8159952759726592
PKM	BATF	Macrophage	0.8112418172696543
LMNA	BATF	Macrophage	0.7844219782740562
SATB1	BATF	Macrophage	0.7599945501335088
TRAF1	BATF	Macrophage	0.7534070246938094
SHMT2	BATF	Macrophage	0.733740086722661
CXCR3	BATF	Macrophage	0.7153498199756453
RFTN1	BATF	Macrophage	0.7132750202076943
LIMA1	BATF	Macrophage	0.6931941012637061
LGALS3	BATF	Macrophage	0.6795739052563738
INSIG1	BATF	Macrophage	0.6753320638760157
GADD45A	BATF	Macrophage	0.6665633345030711
NDRG1	BATF	Macrophage	0.6462681726966127
PFN1	BATF	Macrophage	0.5957322324771807
BIRC2	BATF	Macrophage	0.5632284300614971
MAP1LC3A	BATF	Macrophage	0.55136483966846
CD247	BATF	Macrophage	0.547897595181791
LIMS1	BATF	Macrophage	0.5061406648447203
PRDM1	BATF	Macrophage	0.4951572868253214
COTL1	BATF	Macrophage	0.4892889160449711
FOXP1	BATF	Macrophage	0.4765977149948638
FYN	BATF	Macrophage	0.4598595275151153
ITGAE	BATF	Macrophage	0.4304824218228553
CREM	BATF	Macrophage	0.3628647639642436
DCP1B	BATF	Macrophage	0.3354471589876302
LCP1	BATF	Macrophage	0.3325000530199714
CMIP	BATF	Macrophage	0.3283912224895295
DUSP16	BATF	Macrophage	0.319811701016099
SAMSN1	BATF	Macrophage	0.289373964939624
SMCHD1	BATF	Macrophage	0.2782708617774715
TSHZ2	BATF	Macrophage	0.2773540056519468
NFKB2	BHLHE40	Macrophage	1.7811813077968095
TGIF1	BHLHE40	Macrophage	1.6275998862897558
MAP3K8	BHLHE40	Macrophage	1.5825302716723866
LDLRAD4	BHLHE40	Macrophage	1.5555330704606447
DUSP16	BHLHE40	Macrophage	1.4911718687089657
FYN	BHLHE40	Macrophage	1.4641628719029236
ABLIM1	BHLHE40	Macrophage	1.2592194109360175
RALGAPA1	BHLHE40	Macrophage	1.171867682282154
ARID5A	BHLHE40	Macrophage	1.1528336839108104
XAB2	BHLHE40	Macrophage	1.1133459377029336
RPL13A	BHLHE40	Macrophage	1.096778974434737
PIM3	BHLHE40	Macrophage	1.0481798340429318
STAT4	BHLHE40	Macrophage	0.8451482795393904
SYAP1	BHLHE40	Macrophage	0.8340393375305182
KDM6B	BHLHE40	Macrophage	0.7784442918149683
TRAF4	BHLHE40	Macrophage	0.7583102649652494
VPS37B	BHLHE40	Macrophage	0.7536201234342752
REL	BHLHE40	Macrophage	0.7365807979816896
PPP1R15A	BHLHE40	Macrophage	0.7360181352879019
ARHGEF7	BHLHE40	Macrophage	0.719541686724166
TSC22D3	BHLHE40	Macrophage	0.6953100303602562
NAMPT	BHLHE40	Macrophage	0.6899634141289119
BIRC2	BHLHE40	Macrophage	0.6889643625146249
SMCHD1	BHLHE40	Macrophage	0.6712256048060514
MAP1LC3A	BHLHE40	Macrophage	0.6662221025676365
PTP4A1	BHLHE40	Macrophage	0.6179805248925991
CREM	BHLHE40	Macrophage	0.541302066616891
CYSTM1	BHLHE40	Macrophage	0.5372983929295542
FAM50A	BHLHE40	Macrophage	0.5007843100617965
JOSD1	BHLHE40	Macrophage	0.4832623376884302
RTN4	BHLHE40	Macrophage	0.4748190892980392
SPOCK2	BHLHE40	Macrophage	0.461927462509081
OAT	BHLHE40	Macrophage	0.4345102810652492
DUSP2	BHLHE40	Macrophage	0.4292602954404164
ZEB2	BHLHE40	Macrophage	0.4106022253093657
JUND	BHLHE40	Macrophage	0.4071285350408176
TPM4	BHLHE40	Macrophage	0.4004117263270719
DOK2	BHLHE40	Macrophage	0.3538770066136096
ZNF331	BHLHE40	Macrophage	0.2801672143075286
LCP1	BHLHE40	Macrophage	0.2721989365119516
RPS27	BHLHE40	Macrophage	0.2619003802554886
MAF	BHLHE40	Macrophage	0.2547341043292876
JUN	BHLHE40	Macrophage	0.2294133561480104
PPP1R16B	BHLHE40	Macrophage	0.2113916420225979
NR4A2	BHLHE40	Macrophage	0.2097022122154321
IER2	BHLHE40	Macrophage	0.2008156580393225
SRSF3	BHLHE40	Macrophage	0.1970079013296805
RPS29	BHLHE40	Macrophage	0.1773437382486276
IL21R	BHLHE40	Macrophage	0.1642061190736125
CSRNP1	BHLHE40	Macrophage	0.1472956475264382
CHD2	BHLHE40	Macrophage	0.1415196235415075
RBM3	BHLHE40	Macrophage	0.0832405191672932
SAMSN1	CREM	Macrophage	2.416032492636065
PTP4A1	CREM	Macrophage	2.150695707371596
RAB11FIP1	CREM	Macrophage	2.043150604277251
RGS2	CREM	Macrophage	1.634251181959919
RFTN1	CREM	Macrophage	1.6308822001573402
FAM177A1	CREM	Macrophage	1.6011078304022763
RPS29	CREM	Macrophage	1.5011722447686944
CYSTM1	CREM	Macrophage	1.487979461361837
ELL2	CREM	Macrophage	1.4597736501904668
SATB1	CREM	Macrophage	1.4494309362280486
PELI1	CREM	Macrophage	1.447611992702753
RPS27	CREM	Macrophage	1.359520568657315
TRAF1	CREM	Macrophage	1.3447176646784065
PFKFB3	CREM	Macrophage	1.3429639731763607
PRKX	CREM	Macrophage	1.2909656099117823
EML4	CREM	Macrophage	1.28820821900113
PDE4B	CREM	Macrophage	1.2780852861664669
FOS	CREM	Macrophage	1.2716359262616894
RNF19A	CREM	Macrophage	1.229422334537154
INSIG1	CREM	Macrophage	1.222247285680985
FOSL2	CREM	Macrophage	1.2097972234752754
STK17B	CREM	Macrophage	1.2012881517495655
NR4A2	CREM	Macrophage	1.1964095051994337
YPEL5	CREM	Macrophage	1.194835711212217
DOK2	CREM	Macrophage	1.1778385219990342
PABPC1	CREM	Macrophage	1.17396562571095
KDM6B	CREM	Macrophage	1.1359879561823032
ZNF331	CREM	Macrophage	1.0977240520736604
CDKN1A	CREM	Macrophage	1.0880561169615013
SESN3	CREM	Macrophage	1.0506868026191447
RGS1	CREM	Macrophage	1.0111054370568882
CREM	CREM	Macrophage	1.0
LYST	CREM	Macrophage	0.9977452877465512
PRNP	CREM	Macrophage	0.974521332009623
IL4R	CREM	Macrophage	0.9593889043558927
RTN4	CREM	Macrophage	0.9312889188381656
ZFP36L2	CREM	Macrophage	0.9271071733352956
LMNA	CREM	Macrophage	0.9131238889799008
CD44	CREM	Macrophage	0.9063883714663874
RALGAPA1	CREM	Macrophage	0.8998976432303385
DUSP2	CREM	Macrophage	0.8977391812168446
ARHGEF7	CREM	Macrophage	0.8914276290645092
RPL13A	CREM	Macrophage	0.8759354910945343
MARCKSL1	CREM	Macrophage	0.8671796510489397
SRRT	CREM	Macrophage	0.8573806019426844
NDRG1	CREM	Macrophage	0.844141366330198
FAM65B	CREM	Macrophage	0.8167825737460129
CDKN1B	CREM	Macrophage	0.7924471326980992
SARAF	CREM	Macrophage	0.7912996826942221
GPCPD1	CREM	Macrophage	0.7894969778588656
REL	CREM	Macrophage	0.7772664542343988
BAZ1A	CREM	Macrophage	0.7629085292389406
ZFP36	CREM	Macrophage	0.762234316548548
CCND2	CREM	Macrophage	0.7614781524943723
ATP1B3	CREM	Macrophage	0.7504021311796693
TOM1	CREM	Macrophage	0.7465328668637726
TRAF4	CREM	Macrophage	0.7330286049907595
BTG1	CREM	Macrophage	0.7235456644500473
HSPH1	CREM	Macrophage	0.7045157164990439
IRF2BP2	CREM	Macrophage	0.7035137470651701
FAM50A	CREM	Macrophage	0.6939500507268761
STAT5A	CREM	Macrophage	0.6891209190217403
LMBRD1	CREM	Macrophage	0.6835559971951173
TSC22D3	CREM	Macrophage	0.6794426037203265
TGFBR2	CREM	Macrophage	0.6608054886101768
TNFRSF1B	CREM	Macrophage	0.6473176970047269
TMEM2	CREM	Macrophage	0.6334709660648183
IER2	CREM	Macrophage	0.6293004848487025
NR3C1	CREM	Macrophage	0.6255950798589633
PITPNC1	CREM	Macrophage	0.6187253856566036
CHD2	CREM	Macrophage	0.6170333306715534
GPR183	CREM	Macrophage	0.6107289329465759
JUN	CREM	Macrophage	0.6100409519344272
FOXP1	CREM	Macrophage	0.6068732800569712
FYN	CREM	Macrophage	0.5926891333181593
ZEB2	CREM	Macrophage	0.5913303128743101
TUBA4A	CREM	Macrophage	0.5863748779095208
HSPA5	CREM	Macrophage	0.5854773054367516
PTPRC	CREM	Macrophage	0.5828553637593858
TNFAIP3	CREM	Macrophage	0.5821427384632188
GABARAPL1	CREM	Macrophage	0.567953093118047
HTATIP2	CREM	Macrophage	0.5675793019212706
CMIP	CREM	Macrophage	0.5670085837791494
CD83	CREM	Macrophage	0.554829624409658
JUNB	CREM	Macrophage	0.5469143908086995
IKZF3	CREM	Macrophage	0.5454971328987628
FAM46C	CREM	Macrophage	0.5332391236712928
TUBA1C	CREM	Macrophage	0.5331689093659264
SRSF7	CREM	Macrophage	0.5296359536784985
GK	CREM	Macrophage	0.5293028828453978
CRIP1	CREM	Macrophage	0.5292916430141927
NAMPT	CREM	Macrophage	0.5210614172565986
CCNH	CREM	Macrophage	0.5201612086345377
DUSP16	CREM	Macrophage	0.519064908417097
ADGRE5	CREM	Macrophage	0.4951787487368463
HLA-E	CREM	Macrophage	0.4766680557590514
TGIF1	CREM	Macrophage	0.4724317867573709
CST7	CREM	Macrophage	0.4569999203700263
PDE4D	CREM	Macrophage	0.4524720574915248
ARAP2	CREM	Macrophage	0.447362424704565
CSRNP1	CREM	Macrophage	0.4450702439616495
DDIT4	CREM	Macrophage	0.443394622643988
STAT4	CREM	Macrophage	0.4294860020040211
STAT3	CREM	Macrophage	0.4293674780483739
PEA15	CREM	Macrophage	0.4288726244099071
GATA3	CREM	Macrophage	0.4285783912948072
LAMP1	CREM	Macrophage	0.4284405956964356
NINJ1	CREM	Macrophage	0.408070548517469
FAM107B	CREM	Macrophage	0.4036564377074635
SPTAN1	CREM	Macrophage	0.4020571165361969
SMCHD1	CREM	Macrophage	0.3984461945660151
MAP1LC3A	CREM	Macrophage	0.3979179486079924
PARP8	CREM	Macrophage	0.3800806152672233
PIM3	CREM	Macrophage	0.3754434295225961
NEAT1	CREM	Macrophage	0.3650592519405841
ZC3H12A	CREM	Macrophage	0.3576435401484161
LEPROTL1	CREM	Macrophage	0.3412710319357177
TPM4	CREM	Macrophage	0.3345716584822353
ABLIM1	CREM	Macrophage	0.3339390133671882
JOSD1	CREM	Macrophage	0.329837297396435
IL21R	CREM	Macrophage	0.3248910677449687
SYAP1	CREM	Macrophage	0.3226031604727835
ARID5A	CREM	Macrophage	0.3223739788611696
GLIPR1	CREM	Macrophage	0.3199267085700659
STAT5B	CREM	Macrophage	0.3182702169034015
JUND	CREM	Macrophage	0.3155713246968364
NFKB2	CREM	Macrophage	0.3119814255155512
PPP1R15A	CREM	Macrophage	0.3089314650174677
RALA	CREM	Macrophage	0.2996724642971699
S1PR1	CREM	Macrophage	0.2955199936760431
SYTL3	CREM	Macrophage	0.2814102681144548
LITAF	CREM	Macrophage	0.2685767845540387
SAT1	CREM	Macrophage	0.2651246103146281
VPS37B	CREM	Macrophage	0.2587797960071697
MAF	CREM	Macrophage	0.2510397214298349
PIK3R1	CREM	Macrophage	0.2472639062311724
SDCBP	CREM	Macrophage	0.2432311622523429
PHLDA1	CREM	Macrophage	0.2408616634483407
SLC16A3	CREM	Macrophage	0.2374616177351266
BIRC2	CREM	Macrophage	0.2359792264108947
APMAP	CREM	Macrophage	0.2326066474996523
DUSP1	CREM	Macrophage	0.2279318811381579
DUSP4	CREM	Macrophage	0.2242387068693596
IL10RA	CREM	Macrophage	0.2228522745440835
ANXA1	CREM	Macrophage	0.1942016272604738
NCDN	CREM	Macrophage	0.1933028354820695
NFATC2	CREM	Macrophage	0.1610974344040753
USP11	CREM	Macrophage	0.0892091263485918
JUNB	FOS	Macrophage	3.1367141682908737
JUN	FOS	Macrophage	2.9970245541415133
GADD45B	FOS	Macrophage	2.2704719341750845
JUND	FOS	Macrophage	2.080582068518253
FAM177A1	FOS	Macrophage	1.9361750123525865
FOSL2	FOS	Macrophage	1.9114296727928743
ZFP36	FOS	Macrophage	1.7654750832183552
DUSP1	FOS	Macrophage	1.6937749917899092
PPP1R15A	FOS	Macrophage	1.6409252554828215
IER2	FOS	Macrophage	1.515642905962546
STAT5A	FOS	Macrophage	1.512325478491751
NR4A2	FOS	Macrophage	1.496445889735718
PABPC1	FOS	Macrophage	1.3207814271216276
CREM	FOS	Macrophage	1.3094704371545494
RPS27	FOS	Macrophage	1.304243843694293
PIM3	FOS	Macrophage	1.3016499699131074
AQP3	FOS	Macrophage	1.2341393780198553
HSP90AA1	FOS	Macrophage	1.2129987035654275
ADGRE5	FOS	Macrophage	1.1682107046684205
PITPNC1	FOS	Macrophage	1.1599534676677623
GABARAPL1	FOS	Macrophage	1.1561567217592637
PMAIP1	FOS	Macrophage	1.1385825462192851
HSPB1	FOS	Macrophage	1.138541917360042
CDK16	FOS	Macrophage	1.1323976682210877
CHD2	FOS	Macrophage	1.0637534131631765
STAT3	FOS	Macrophage	1.0426763452588066
FAM65B	FOS	Macrophage	1.0402301179000495
EZR	FOS	Macrophage	1.0069447935010651
FOS	FOS	Macrophage	1.0
ZFP36L2	FOS	Macrophage	0.9913503223679
CYSTM1	FOS	Macrophage	0.9735338406916432
RPS29	FOS	Macrophage	0.9702621265982224
CSRNP1	FOS	Macrophage	0.9563751402437868
REL	FOS	Macrophage	0.9536359893622066
