TFs	Genes	Occurrence	occurrence_percentage	Weights	condition
BATF	GLRX	4	100.0	1.4504234360813713	Macrophage
BATF	HTATIP2	4	100.0	1.365264986594407	Macrophage
BATF	SDCBP	3	75.0	1.3527159459734623	Macrophage
BATF	CDC42EP3	3	75.0	1.3461576959459025	Macrophage
BATF	CXCL13	4	100.0	1.34256390584184	Macrophage
BATF	CTLA4	4	100.0	1.2919826375890997	Macrophage
BATF	CD7	4	100.0	1.2808633837405752	Macrophage
BATF	CTSC	4	100.0	1.2502326024027457	Macrophage
BATF	STAM	4	100.0	1.2185198419833965	Macrophage
BATF	LYST	4	100.0	1.1581352155952669	Macrophage
BATF	IKZF3	4	100.0	1.1442918888064515	Macrophage
BATF	MIR4435-2HG	4	100.0	1.1266261751369668	Macrophage
BATF	CD5	3	75.0	1.1118498461409396	Macrophage
BATF	ATP2B4	4	100.0	1.1103355497698044	Macrophage
BATF	STAT5A	4	100.0	1.0875853980977044	Macrophage
BATF	CD4	4	100.0	1.074799752962856	Macrophage
BATF	IL16	4	100.0	1.07010338222262	Macrophage
BATF	TGIF1	4	100.0	1.05936660652544	Macrophage
BATF	LDLRAD4	4	100.0	1.021387126083849	Macrophage
BATF	FAM107B	4	100.0	1.0028243830960832	Macrophage
BATF	GPX1	3	75.0	0.946451268868474	Macrophage
BATF	PTPRC	3	75.0	0.9393815302618754	Macrophage
BATF	SMS	4	100.0	0.9341348187663008	Macrophage
BATF	LINC00152	4	100.0	0.9117565533799166	Macrophage
BATF	GYG1	4	100.0	0.8159952759726592	Macrophage
BATF	PKM	4	100.0	0.8112418172696543	Macrophage
BATF	LMNA	4	100.0	0.7844219782740562	Macrophage
BATF	SATB1	4	100.0	0.7599945501335088	Macrophage
BATF	TRAF1	4	100.0	0.7534070246938094	Macrophage
BATF	SHMT2	4	100.0	0.733740086722661	Macrophage
BATF	CXCR3	3	75.0	0.7153498199756453	Macrophage
BATF	RFTN1	4	100.0	0.7132750202076943	Macrophage
BATF	LIMA1	4	100.0	0.6931941012637061	Macrophage
BATF	LGALS3	4	100.0	0.6795739052563738	Macrophage
BATF	INSIG1	4	100.0	0.6753320638760157	Macrophage
BATF	GADD45A	4	100.0	0.6665633345030711	Macrophage
BATF	NDRG1	3	75.0	0.6462681726966127	Macrophage
BATF	PFN1	4	100.0	0.5957322324771807	Macrophage
BATF	BIRC2	4	100.0	0.5632284300614971	Macrophage
BATF	MAP1LC3A	4	100.0	0.55136483966846	Macrophage
BATF	CD247	3	75.0	0.547897595181791	Macrophage
BATF	LIMS1	3	75.0	0.5061406648447203	Macrophage
BATF	PRDM1	4	100.0	0.4951572868253214	Macrophage
BATF	COTL1	3	75.0	0.4892889160449711	Macrophage
BATF	FOXP1	4	100.0	0.4765977149948638	Macrophage
BATF	FYN	4	100.0	0.4598595275151153	Macrophage
BATF	ITGAE	3	75.0	0.4304824218228553	Macrophage
BATF	CREM	3	75.0	0.3628647639642436	Macrophage
BATF	DCP1B	3	75.0	0.3354471589876302	Macrophage
BATF	LCP1	4	100.0	0.3325000530199714	Macrophage
BATF	CMIP	3	75.0	0.3283912224895295	Macrophage
BATF	DUSP16	3	75.0	0.319811701016099	Macrophage
BATF	SAMSN1	4	100.0	0.289373964939624	Macrophage
BATF	SMCHD1	3	75.0	0.2782708617774715	Macrophage
BATF	TSHZ2	3	75.0	0.2773540056519468	Macrophage
BHLHE40	NFKB2	4	100.0	1.7811813077968095	Macrophage
BHLHE40	TGIF1	4	100.0	1.6275998862897558	Macrophage
BHLHE40	MAP3K8	4	100.0	1.5825302716723866	Macrophage
BHLHE40	LDLRAD4	4	100.0	1.5555330704606447	Macrophage
BHLHE40	DUSP16	4	100.0	1.4911718687089657	Macrophage
BHLHE40	FYN	4	100.0	1.4641628719029236	Macrophage
BHLHE40	ABLIM1	3	75.0	1.2592194109360175	Macrophage
BHLHE40	RALGAPA1	4	100.0	1.171867682282154	Macrophage
BHLHE40	ARID5A	4	100.0	1.1528336839108104	Macrophage
BHLHE40	XAB2	3	75.0	1.1133459377029336	Macrophage
BHLHE40	RPL13A	4	100.0	1.096778974434737	Macrophage
BHLHE40	PIM3	4	100.0	1.0481798340429318	Macrophage
BHLHE40	STAT4	4	100.0	0.8451482795393904	Macrophage
BHLHE40	SYAP1	4	100.0	0.8340393375305182	Macrophage
BHLHE40	KDM6B	4	100.0	0.7784442918149683	Macrophage
BHLHE40	TRAF4	4	100.0	0.7583102649652494	Macrophage
BHLHE40	VPS37B	4	100.0	0.7536201234342752	Macrophage
BHLHE40	REL	4	100.0	0.7365807979816896	Macrophage
BHLHE40	PPP1R15A	3	75.0	0.7360181352879019	Macrophage
BHLHE40	ARHGEF7	3	75.0	0.719541686724166	Macrophage
BHLHE40	TSC22D3	4	100.0	0.6953100303602562	Macrophage
BHLHE40	NAMPT	4	100.0	0.6899634141289119	Macrophage
BHLHE40	BIRC2	3	75.0	0.6889643625146249	Macrophage
BHLHE40	SMCHD1	4	100.0	0.6712256048060514	Macrophage
BHLHE40	MAP1LC3A	4	100.0	0.6662221025676365	Macrophage
BHLHE40	PTP4A1	3	75.0	0.6179805248925991	Macrophage
BHLHE40	CREM	4	100.0	0.541302066616891	Macrophage
BHLHE40	CYSTM1	3	75.0	0.5372983929295542	Macrophage
BHLHE40	FAM50A	3	75.0	0.5007843100617965	Macrophage
BHLHE40	JOSD1	4	100.0	0.4832623376884302	Macrophage
BHLHE40	RTN4	3	75.0	0.4748190892980392	Macrophage
BHLHE40	SPOCK2	4	100.0	0.461927462509081	Macrophage
BHLHE40	OAT	4	100.0	0.4345102810652492	Macrophage
BHLHE40	DUSP2	4	100.0	0.4292602954404164	Macrophage
BHLHE40	ZEB2	4	100.0	0.4106022253093657	Macrophage
BHLHE40	JUND	4	100.0	0.4071285350408176	Macrophage
BHLHE40	TPM4	4	100.0	0.4004117263270719	Macrophage
BHLHE40	DOK2	3	75.0	0.3538770066136096	Macrophage
BHLHE40	ZNF331	4	100.0	0.2801672143075286	Macrophage
BHLHE40	LCP1	3	75.0	0.2721989365119516	Macrophage
BHLHE40	RPS27	3	75.0	0.2619003802554886	Macrophage
BHLHE40	MAF	4	100.0	0.2547341043292876	Macrophage
BHLHE40	JUN	4	100.0	0.2294133561480104	Macrophage
BHLHE40	PPP1R16B	4	100.0	0.2113916420225979	Macrophage
BHLHE40	NR4A2	4	100.0	0.2097022122154321	Macrophage
BHLHE40	IER2	3	75.0	0.2008156580393225	Macrophage
BHLHE40	SRSF3	4	100.0	0.1970079013296805	Macrophage
BHLHE40	RPS29	4	100.0	0.1773437382486276	Macrophage
BHLHE40	IL21R	4	100.0	0.1642061190736125	Macrophage
BHLHE40	CSRNP1	4	100.0	0.1472956475264382	Macrophage
BHLHE40	CHD2	3	75.0	0.1415196235415075	Macrophage
BHLHE40	RBM3	3	75.0	0.0832405191672932	Macrophage
CREM	SAMSN1	4	100.0	2.416032492636065	Macrophage
CREM	PTP4A1	4	100.0	2.150695707371596	Macrophage
CREM	RAB11FIP1	4	100.0	2.043150604277251	Macrophage
CREM	RGS2	4	100.0	1.634251181959919	Macrophage
CREM	RFTN1	4	100.0	1.6308822001573402	Macrophage
CREM	FAM177A1	4	100.0	1.6011078304022763	Macrophage
CREM	RPS29	4	100.0	1.5011722447686944	Macrophage
CREM	CYSTM1	4	100.0	1.487979461361837	Macrophage
CREM	ELL2	4	100.0	1.4597736501904668	Macrophage
CREM	SATB1	4	100.0	1.4494309362280486	Macrophage
CREM	PELI1	4	100.0	1.447611992702753	Macrophage
CREM	RPS27	4	100.0	1.359520568657315	Macrophage
CREM	TRAF1	3	75.0	1.3447176646784065	Macrophage
CREM	PFKFB3	3	75.0	1.3429639731763607	Macrophage
CREM	PRKX	4	100.0	1.2909656099117823	Macrophage
CREM	EML4	4	100.0	1.28820821900113	Macrophage
CREM	PDE4B	4	100.0	1.2780852861664669	Macrophage
CREM	FOS	4	100.0	1.2716359262616894	Macrophage
CREM	RNF19A	4	100.0	1.229422334537154	Macrophage
CREM	INSIG1	4	100.0	1.222247285680985	Macrophage
CREM	FOSL2	4	100.0	1.2097972234752754	Macrophage
CREM	STK17B	4	100.0	1.2012881517495655	Macrophage
CREM	NR4A2	4	100.0	1.1964095051994337	Macrophage
CREM	YPEL5	4	100.0	1.194835711212217	Macrophage
CREM	DOK2	4	100.0	1.1778385219990342	Macrophage
CREM	PABPC1	4	100.0	1.17396562571095	Macrophage
CREM	KDM6B	4	100.0	1.1359879561823032	Macrophage
CREM	ZNF331	4	100.0	1.0977240520736604	Macrophage
CREM	CDKN1A	4	100.0	1.0880561169615013	Macrophage
CREM	SESN3	4	100.0	1.0506868026191447	Macrophage
CREM	RGS1	4	100.0	1.0111054370568882	Macrophage
CREM	CREM	4	100.0	1.0	Macrophage
CREM	LYST	4	100.0	0.9977452877465512	Macrophage
CREM	PRNP	4	100.0	0.974521332009623	Macrophage
CREM	IL4R	4	100.0	0.9593889043558927	Macrophage
CREM	RTN4	4	100.0	0.9312889188381656	Macrophage
CREM	ZFP36L2	4	100.0	0.9271071733352956	Macrophage
CREM	LMNA	4	100.0	0.9131238889799008	Macrophage
CREM	CD44	4	100.0	0.9063883714663874	Macrophage
CREM	RALGAPA1	4	100.0	0.8998976432303385	Macrophage
CREM	DUSP2	3	75.0	0.8977391812168446	Macrophage
CREM	ARHGEF7	4	100.0	0.8914276290645092	Macrophage
CREM	RPL13A	4	100.0	0.8759354910945343	Macrophage
CREM	MARCKSL1	3	75.0	0.8671796510489397	Macrophage
CREM	SRRT	4	100.0	0.8573806019426844	Macrophage
CREM	NDRG1	4	100.0	0.844141366330198	Macrophage
CREM	FAM65B	3	75.0	0.8167825737460129	Macrophage
CREM	CDKN1B	4	100.0	0.7924471326980992	Macrophage
CREM	SARAF	4	100.0	0.7912996826942221	Macrophage
CREM	GPCPD1	4	100.0	0.7894969778588656	Macrophage
CREM	REL	4	100.0	0.7772664542343988	Macrophage
CREM	BAZ1A	3	75.0	0.7629085292389406	Macrophage
CREM	ZFP36	4	100.0	0.762234316548548	Macrophage
CREM	CCND2	4	100.0	0.7614781524943723	Macrophage
CREM	ATP1B3	4	100.0	0.7504021311796693	Macrophage
CREM	TOM1	3	75.0	0.7465328668637726	Macrophage
CREM	TRAF4	4	100.0	0.7330286049907595	Macrophage
CREM	BTG1	4	100.0	0.7235456644500473	Macrophage
CREM	HSPH1	4	100.0	0.7045157164990439	Macrophage
CREM	IRF2BP2	4	100.0	0.7035137470651701	Macrophage
CREM	FAM50A	4	100.0	0.6939500507268761	Macrophage
CREM	STAT5A	3	75.0	0.6891209190217403	Macrophage
CREM	LMBRD1	3	75.0	0.6835559971951173	Macrophage
CREM	TSC22D3	4	100.0	0.6794426037203265	Macrophage
CREM	TGFBR2	3	75.0	0.6608054886101768	Macrophage
CREM	TNFRSF1B	4	100.0	0.6473176970047269	Macrophage
CREM	TMEM2	4	100.0	0.6334709660648183	Macrophage
CREM	IER2	4	100.0	0.6293004848487025	Macrophage
CREM	NR3C1	4	100.0	0.6255950798589633	Macrophage
CREM	PITPNC1	4	100.0	0.6187253856566036	Macrophage
CREM	CHD2	4	100.0	0.6170333306715534	Macrophage
CREM	GPR183	4	100.0	0.6107289329465759	Macrophage
CREM	JUN	4	100.0	0.6100409519344272	Macrophage
CREM	FOXP1	4	100.0	0.6068732800569712	Macrophage
CREM	FYN	3	75.0	0.5926891333181593	Macrophage
CREM	ZEB2	4	100.0	0.5913303128743101	Macrophage
CREM	TUBA4A	4	100.0	0.5863748779095208	Macrophage
CREM	HSPA5	3	75.0	0.5854773054367516	Macrophage
CREM	PTPRC	3	75.0	0.5828553637593858	Macrophage
CREM	TNFAIP3	4	100.0	0.5821427384632188	Macrophage
CREM	GABARAPL1	4	100.0	0.567953093118047	Macrophage
CREM	HTATIP2	4	100.0	0.5675793019212706	Macrophage
CREM	CMIP	4	100.0	0.5670085837791494	Macrophage
CREM	CD83	4	100.0	0.554829624409658	Macrophage
CREM	JUNB	4	100.0	0.5469143908086995	Macrophage
CREM	IKZF3	4	100.0	0.5454971328987628	Macrophage
CREM	FAM46C	4	100.0	0.5332391236712928	Macrophage
CREM	TUBA1C	3	75.0	0.5331689093659264	Macrophage
CREM	SRSF7	4	100.0	0.5296359536784985	Macrophage
CREM	GK	4	100.0	0.5293028828453978	Macrophage
CREM	CRIP1	3	75.0	0.5292916430141927	Macrophage
CREM	NAMPT	4	100.0	0.5210614172565986	Macrophage
CREM	CCNH	4	100.0	0.5201612086345377	Macrophage
CREM	DUSP16	3	75.0	0.519064908417097	Macrophage
CREM	ADGRE5	4	100.0	0.4951787487368463	Macrophage
CREM	HLA-E	4	100.0	0.4766680557590514	Macrophage
CREM	TGIF1	4	100.0	0.4724317867573709	Macrophage
CREM	CST7	4	100.0	0.4569999203700263	Macrophage
CREM	PDE4D	3	75.0	0.4524720574915248	Macrophage
CREM	ARAP2	4	100.0	0.447362424704565	Macrophage
CREM	CSRNP1	4	100.0	0.4450702439616495	Macrophage
CREM	DDIT4	4	100.0	0.443394622643988	Macrophage
CREM	STAT4	4	100.0	0.4294860020040211	Macrophage
CREM	STAT3	4	100.0	0.4293674780483739	Macrophage
CREM	PEA15	4	100.0	0.4288726244099071	Macrophage
CREM	GATA3	3	75.0	0.4285783912948072	Macrophage
CREM	LAMP1	4	100.0	0.4284405956964356	Macrophage
CREM	NINJ1	4	100.0	0.408070548517469	Macrophage
CREM	FAM107B	3	75.0	0.4036564377074635	Macrophage
CREM	SPTAN1	4	100.0	0.4020571165361969	Macrophage
CREM	SMCHD1	3	75.0	0.3984461945660151	Macrophage
CREM	MAP1LC3A	3	75.0	0.3979179486079924	Macrophage
CREM	PARP8	3	75.0	0.3800806152672233	Macrophage
CREM	PIM3	4	100.0	0.3754434295225961	Macrophage
CREM	NEAT1	3	75.0	0.3650592519405841	Macrophage
CREM	ZC3H12A	4	100.0	0.3576435401484161	Macrophage
CREM	LEPROTL1	4	100.0	0.3412710319357177	Macrophage
CREM	TPM4	3	75.0	0.3345716584822353	Macrophage
CREM	ABLIM1	3	75.0	0.3339390133671882	Macrophage
CREM	JOSD1	4	100.0	0.329837297396435	Macrophage
CREM	IL21R	3	75.0	0.3248910677449687	Macrophage
CREM	SYAP1	4	100.0	0.3226031604727835	Macrophage
CREM	ARID5A	4	100.0	0.3223739788611696	Macrophage
CREM	GLIPR1	3	75.0	0.3199267085700659	Macrophage
CREM	STAT5B	4	100.0	0.3182702169034015	Macrophage
CREM	JUND	4	100.0	0.3155713246968364	Macrophage
CREM	NFKB2	4	100.0	0.3119814255155512	Macrophage
CREM	PPP1R15A	3	75.0	0.3089314650174677	Macrophage
CREM	RALA	3	75.0	0.2996724642971699	Macrophage
CREM	S1PR1	3	75.0	0.2955199936760431	Macrophage
CREM	SYTL3	4	100.0	0.2814102681144548	Macrophage
CREM	LITAF	4	100.0	0.2685767845540387	Macrophage
CREM	SAT1	3	75.0	0.2651246103146281	Macrophage
CREM	VPS37B	4	100.0	0.2587797960071697	Macrophage
CREM	MAF	3	75.0	0.2510397214298349	Macrophage
CREM	PIK3R1	3	75.0	0.2472639062311724	Macrophage
CREM	SDCBP	3	75.0	0.2432311622523429	Macrophage
CREM	PHLDA1	3	75.0	0.2408616634483407	Macrophage
CREM	SLC16A3	3	75.0	0.2374616177351266	Macrophage
CREM	BIRC2	4	100.0	0.2359792264108947	Macrophage
CREM	APMAP	3	75.0	0.2326066474996523	Macrophage
CREM	DUSP1	4	100.0	0.2279318811381579	Macrophage
CREM	DUSP4	3	75.0	0.2242387068693596	Macrophage
CREM	IL10RA	3	75.0	0.2228522745440835	Macrophage
CREM	ANXA1	4	100.0	0.1942016272604738	Macrophage
CREM	NCDN	3	75.0	0.1933028354820695	Macrophage
CREM	NFATC2	4	100.0	0.1610974344040753	Macrophage
CREM	USP11	4	100.0	0.0892091263485918	Macrophage
FOS	JUNB	4	100.0	3.1367141682908737	Macrophage
FOS	JUN	4	100.0	2.9970245541415133	Macrophage
FOS	GADD45B	4	100.0	2.2704719341750845	Macrophage
FOS	JUND	4	100.0	2.080582068518253	Macrophage
FOS	FAM177A1	4	100.0	1.9361750123525865	Macrophage
FOS	FOSL2	4	100.0	1.9114296727928743	Macrophage
FOS	ZFP36	4	100.0	1.7654750832183552	Macrophage
FOS	DUSP1	4	100.0	1.6937749917899092	Macrophage
FOS	PPP1R15A	4	100.0	1.6409252554828215	Macrophage
FOS	IER2	4	100.0	1.515642905962546	Macrophage
FOS	STAT5A	3	75.0	1.512325478491751	Macrophage
FOS	NR4A2	4	100.0	1.496445889735718	Macrophage
FOS	PABPC1	4	100.0	1.3207814271216276	Macrophage
FOS	CREM	4	100.0	1.3094704371545494	Macrophage
FOS	RPS27	4	100.0	1.304243843694293	Macrophage
FOS	PIM3	4	100.0	1.3016499699131074	Macrophage
FOS	AQP3	4	100.0	1.2341393780198553	Macrophage
FOS	HSP90AA1	3	75.0	1.2129987035654275	Macrophage
FOS	ADGRE5	4	100.0	1.1682107046684205	Macrophage
FOS	PITPNC1	4	100.0	1.1599534676677623	Macrophage
FOS	GABARAPL1	4	100.0	1.1561567217592637	Macrophage
FOS	PMAIP1	3	75.0	1.1385825462192851	Macrophage
FOS	HSPB1	4	100.0	1.138541917360042	Macrophage
FOS	CDK16	3	75.0	1.1323976682210877	Macrophage
FOS	CHD2	4	100.0	1.0637534131631765	Macrophage
FOS	STAT3	4	100.0	1.0426763452588066	Macrophage
FOS	FAM65B	4	100.0	1.0402301179000495	Macrophage
FOS	EZR	4	100.0	1.0069447935010651	Macrophage
FOS	FOS	4	100.0	1.0	Macrophage
FOS	ZFP36L2	4	100.0	0.9913503223679	Macrophage
FOS	CYSTM1	3	75.0	0.9735338406916432	Macrophage
FOS	RPS29	4	100.0	0.9702621265982224	Macrophage
FOS	CSRNP1	4	100.0	0.9563751402437868	Macrophage
FOS	REL	4	100.0	0.9536359893622066	Macrophage
FOS	PERP	4	100.0	0.9369743989306584	Macrophage
FOS	TSC22D3	4	100.0	0.9167899663017156	Macrophage
FOS	OASL	4	100.0	0.8989339079313041	Macrophage
FOS	RGS1	4	100.0	0.8813166223292257	Macrophage
FOS	SYTL3	4	100.0	0.8703401852639737	Macrophage
FOS	ATP1A1	4	100.0	0.8636142318779163	Macrophage
FOS	AHNAK	3	75.0	0.8577318870510817	Macrophage
FOS	STAT5B	4	100.0	0.8533819161321609	Macrophage
FOS	DNAJB1	4	100.0	0.8347486917780638	Macrophage
FOS	DUSP2	4	100.0	0.8191226596913012	Macrophage
FOS	LITAF	4	100.0	0.8073458557465004	Macrophage
FOS	RASAL3	3	75.0	0.7963648794861676	Macrophage
FOS	TOM1	3	75.0	0.7880123303731161	Macrophage
FOS	CDKN1B	3	75.0	0.775547501938863	Macrophage
FOS	RAB11FIP1	4	100.0	0.7415120383454182	Macrophage
FOS	JOSD1	4	100.0	0.7281340378070594	Macrophage
FOS	HSPH1	4	100.0	0.7266301905725308	Macrophage
FOS	LINC00152	4	100.0	0.7075093791937349	Macrophage
FOS	RTN4	4	100.0	0.6856336045698331	Macrophage
FOS	IRF2BP2	4	100.0	0.683561559107907	Macrophage
FOS	INSIG1	3	75.0	0.6490591124041833	Macrophage
FOS	TUBA4A	4	100.0	0.6415078920813031	Macrophage
FOS	SLC7A5	4	100.0	0.6344343075631773	Macrophage
FOS	NFKBIZ	4	100.0	0.6273265260585643	Macrophage
FOS	CXCR4	3	75.0	0.6148012461809175	Macrophage
FOS	ITM2A	3	75.0	0.5870118388965778	Macrophage
FOS	PIK3IP1	4	100.0	0.5794984666098267	Macrophage
FOS	NAMPT	4	100.0	0.5633233762527641	Macrophage
FOS	TNFAIP3	4	100.0	0.5601458992104982	Macrophage
FOS	GGA2	4	100.0	0.52686676786145	Macrophage
FOS	KDM6B	4	100.0	0.5248091969946442	Macrophage
FOS	ANXA1	3	75.0	0.5229101786381752	Macrophage
FOS	CCNH	4	100.0	0.5177505791621908	Macrophage
FOS	FOXP1	4	100.0	0.5143488749075666	Macrophage
FOS	AKNA	3	75.0	0.5063117614851207	Macrophage
FOS	NEAT1	3	75.0	0.4973182692053119	Macrophage
FOS	GPR183	3	75.0	0.4968181296685465	Macrophage
FOS	MARCKSL1	4	100.0	0.4940333023864854	Macrophage
FOS	ZC3H12A	4	100.0	0.4938040759129068	Macrophage
FOS	MAP1LC3A	4	100.0	0.4922275140127833	Macrophage
FOS	IL7R	4	100.0	0.4817680150083232	Macrophage
FOS	TIMP1	4	100.0	0.4788587910869352	Macrophage
FOS	RGS2	3	75.0	0.4750294657009008	Macrophage
FOS	BAZ1A	3	75.0	0.4677954139607956	Macrophage
FOS	NFATC2	4	100.0	0.4585407281875449	Macrophage
FOS	DUSP16	4	100.0	0.458351296893748	Macrophage
FOS	HSPA5	3	75.0	0.4405758173503679	Macrophage
FOS	SYAP1	4	100.0	0.440441948112458	Macrophage
FOS	PIK3R1	4	100.0	0.4392588966905533	Macrophage
FOS	CDKN1A	3	75.0	0.4230975520283843	Macrophage
FOS	ABLIM1	4	100.0	0.4186300313920833	Macrophage
FOS	CST7	3	75.0	0.4088775724985996	Macrophage
FOS	TRAF1	3	75.0	0.4021679891308922	Macrophage
FOS	YPEL5	4	100.0	0.3580423324402113	Macrophage
FOS	FTH1	4	100.0	0.3508401660503233	Macrophage
FOS	RNF19A	3	75.0	0.3501056564927076	Macrophage
FOS	SRSF7	4	100.0	0.3414826117426172	Macrophage
FOS	ELL2	3	75.0	0.338097807256915	Macrophage
FOS	RFTN1	4	100.0	0.3374503388363766	Macrophage
FOS	PTP4A1	4	100.0	0.3299709325547063	Macrophage
FOS	IL16	4	100.0	0.3297074174021148	Macrophage
FOS	BHLHE40	3	75.0	0.3243209419198791	Macrophage
FOS	ZNF331	4	100.0	0.321550090437497	Macrophage
FOS	VPS37B	3	75.0	0.3195029197333257	Macrophage
FOS	FAM50A	4	100.0	0.3087420487474035	Macrophage
FOS	GPCPD1	3	75.0	0.3055741197567596	Macrophage
FOS	BTG1	4	100.0	0.3054824713510194	Macrophage
FOS	COTL1	3	75.0	0.2953607369439949	Macrophage
FOS	USP11	3	75.0	0.2936154564814714	Macrophage
FOS	ZEB2	4	100.0	0.2870438442948919	Macrophage
FOS	CMIP	3	75.0	0.2796265813299454	Macrophage
FOS	FYN	4	100.0	0.2789425903081528	Macrophage
FOS	LMBRD1	3	75.0	0.2737037371402578	Macrophage
FOS	HMGA1	4	100.0	0.2684404880130056	Macrophage
FOS	SAT1	4	100.0	0.2666138948482855	Macrophage
FOS	ATP1B3	3	75.0	0.2665336754700816	Macrophage
FOS	CD44	4	100.0	0.2651943664240856	Macrophage
FOS	DDIT4	4	100.0	0.2611945488611914	Macrophage
FOS	DUSP4	3	75.0	0.2599042945069017	Macrophage
FOS	RALGAPA1	3	75.0	0.2573845681864658	Macrophage
FOS	SLC39A8	3	75.0	0.2558744377795227	Macrophage
FOS	TUBA1C	3	75.0	0.2464614486940777	Macrophage
FOS	SAMSN1	3	75.0	0.2287515844100335	Macrophage
FOS	MAP3K8	3	75.0	0.22067596919257	Macrophage
FOS	LMNA	4	100.0	0.2075247908395486	Macrophage
FOS	ASAH1	3	75.0	0.2071185783124581	Macrophage
FOS	UBA1	3	75.0	0.2023566981845166	Macrophage
FOS	TMEM2	4	100.0	0.2021332126569433	Macrophage
FOS	CXCR3	4	100.0	0.1978520803920158	Macrophage
FOS	RALA	4	100.0	0.1888934532354736	Macrophage
FOS	IL10RA	3	75.0	0.1792381785971368	Macrophage
FOS	NFKB2	4	100.0	0.162949454332717	Macrophage
FOS	TNFRSF1B	3	75.0	0.1593252655802197	Macrophage
FOS	CCND2	3	75.0	0.1163605664582108	Macrophage
FOS	PDE4B	3	75.0	0.0934577344454359	Macrophage
FOS	SARAF	4	100.0	0.0882647035523977	Macrophage
FOS	FTL	4	100.0	0.0573665334950854	Macrophage
FOS	BTG2	4	100.0	0.0483458781388784	Macrophage
FOS	PTGER4	4	100.0	0.047839870014977	Macrophage
FOSL2	DOK2	4	100.0	2.263796082871713	Macrophage
FOSL2	BTG1	4	100.0	1.939140677198245	Macrophage
FOSL2	IRF2BP2	4	100.0	1.737621825771341	Macrophage
FOSL2	LITAF	4	100.0	1.729134953404773	Macrophage
FOSL2	TUBA4A	4	100.0	1.7073532722953972	Macrophage
FOSL2	ATP1B3	4	100.0	1.7001219321640626	Macrophage
FOSL2	PDE4B	4	100.0	1.5826942712297356	Macrophage
FOSL2	SLC16A3	4	100.0	1.5600596887500875	Macrophage
FOSL2	FAM177A1	4	100.0	1.541743735233323	Macrophage
FOSL2	RGS2	4	100.0	1.539370716392566	Macrophage
FOSL2	FOXP1	4	100.0	1.4614553277357238	Macrophage
FOSL2	ARHGEF7	4	100.0	1.3779549940558216	Macrophage
FOSL2	REL	4	100.0	1.351641280490098	Macrophage
FOSL2	MAP3K8	4	100.0	1.3503074711102458	Macrophage
FOSL2	CREM	4	100.0	1.308970483456503	Macrophage
FOSL2	CCND2	4	100.0	1.2616030311460753	Macrophage
FOSL2	CHMP1B	4	100.0	1.2541652695756802	Macrophage
FOSL2	RALA	4	100.0	1.1975608159008333	Macrophage
FOSL2	CAPG	4	100.0	1.1907729920157366	Macrophage
FOSL2	DUSP2	4	100.0	1.1868218208216204	Macrophage
FOSL2	PRNP	4	100.0	1.151200773553944	Macrophage
FOSL2	PEA15	4	100.0	1.1329338200288288	Macrophage
FOSL2	CSRP1	3	75.0	1.1325437158933611	Macrophage
FOSL2	ZFP36L2	4	100.0	1.1055332365042168	Macrophage
FOSL2	FOS	4	100.0	1.0876778541609522	Macrophage
FOSL2	RPS27	4	100.0	1.0742065427152772	Macrophage
FOSL2	EZR	4	100.0	1.0371117835947683	Macrophage
FOSL2	DDIT4	4	100.0	1.0264401550347642	Macrophage
FOSL2	ZC3H12A	4	100.0	1.0221818028164404	Macrophage
FOSL2	NEAT1	4	100.0	1.0218257271469988	Macrophage
FOSL2	FAM65B	3	75.0	1.0153131351131903	Macrophage
FOSL2	FOSL2	4	100.0	1.0	Macrophage
FOSL2	MGST3	4	100.0	0.983414898991928	Macrophage
FOSL2	SARAF	3	75.0	0.9613581796744688	Macrophage
FOSL2	RPS29	3	75.0	0.9365905752176972	Macrophage
FOSL2	IL16	4	100.0	0.9287000145937075	Macrophage
FOSL2	ABLIM1	4	100.0	0.9129511891014274	Macrophage
FOSL2	CD74	4	100.0	0.8984146531504942	Macrophage
FOSL2	PIM3	4	100.0	0.8971195901296604	Macrophage
FOSL2	VPS37B	4	100.0	0.8747074310568085	Macrophage
FOSL2	GADD45B	4	100.0	0.8696058019081666	Macrophage
FOSL2	GABARAPL1	4	100.0	0.8465826352416743	Macrophage
FOSL2	ATP1A1	4	100.0	0.8416238152412234	Macrophage
FOSL2	PPP1R15A	4	100.0	0.8269281587555556	Macrophage
FOSL2	TOM1	4	100.0	0.8031575524583744	Macrophage
FOSL2	TGIF1	4	100.0	0.7801503346230316	Macrophage
FOSL2	ZFP36	4	100.0	0.7713191424631144	Macrophage
FOSL2	CD44	4	100.0	0.7628473530315099	Macrophage
FOSL2	SYAP1	4	100.0	0.7355448126193735	Macrophage
FOSL2	ANXA1	4	100.0	0.729535930100673	Macrophage
FOSL2	PERP	3	75.0	0.7249378281020181	Macrophage
FOSL2	NR4A2	4	100.0	0.7032198853720653	Macrophage
FOSL2	USP11	3	75.0	0.6981214763578051	Macrophage
FOSL2	TNFAIP3	4	100.0	0.6893004817701764	Macrophage
FOSL2	IER2	4	100.0	0.6874180798945609	Macrophage
FOSL2	EIF4A1	3	75.0	0.6809074608079646	Macrophage
FOSL2	ADGRE5	4	100.0	0.6767501297644194	Macrophage
FOSL2	SLC39A8	3	75.0	0.6618863317473451	Macrophage
