TFs,Genes,Weights,Occurrence,occurrence_percentage
JUND,STAT4,0.48252548398669964,3,75.0
JUND,RFTN1,0.4776177634014038,4,100.0
JUND,IL7R,0.47025189820462965,4,100.0
JUND,CST7,0.45814658541877407,4,100.0
JUND,ZNF331,0.4390844085047642,4,100.0
JUND,FAM50A,0.42100689591019047,4,100.0
JUND,OAT,0.4145192744323884,3,75.0
JUND,SYTL3,0.4035931167129232,4,100.0
JUND,GPR183,0.39781918305834973,4,100.0
JUND,HMGA1,0.39313820839042174,3,75.0
JUND,FAM46C,0.3926189976860744,3,75.0
JUND,MAP1LC3A,0.38951674381772433,4,100.0
JUND,PEA15,0.3864511660360521,4,100.0
JUND,CDKN1A,0.3864474175530965,4,100.0
JUND,SAT1,0.3813818822581857,4,100.0
JUND,TGFBR2,0.37925783624034665,3,75.0
JUND,ABLIM1,0.3730721092555202,4,100.0
JUND,MAP3K8,0.3719608106977332,4,100.0
JUND,EML4,0.3712844657128909,3,75.0
JUND,PTPRC,0.364246950204355,3,75.0
JUND,ARHGEF7,0.3555076432103228,4,100.0
JUND,IL21R,0.35480859277607696,4,100.0
JUND,PRNP,0.3528061496742796,3,75.0
JUND,HERPUD1,0.34540137511319163,3,75.0
JUND,ZEB2,0.34520566306114386,4,100.0
JUND,FOXP1,0.34275085926890814,3,75.0
JUND,VPS37B,0.3423637690489183,3,75.0
JUND,CXCR3,0.33983660235561247,4,100.0
JUND,INSIG1,0.3352151967364303,3,75.0
JUND,ELL2,0.32517494915702777,3,75.0
JUND,HSPA5,0.31793220494183794,4,100.0
JUND,ARID5A,0.3118524996222289,3,75.0
JUND,SYAP1,0.3088038581273922,4,100.0
JUND,PMAIP1,0.30796614062523825,3,75.0
JUND,AKNA,0.30354236867368245,3,75.0
JUND,JUNB,0.3023913309708769,3,75.0
JUND,CD7,0.2902394042272007,4,100.0
JUND,FOSL2,0.28880072969164605,4,100.0
JUND,DOK2,0.2825626823079896,3,75.0
JUND,DUSP1,0.2798011696755719,4,100.0
JUND,RTN4,0.2778113015737543,3,75.0
JUND,MARCKSL1,0.27412418783922615,3,75.0
JUND,PTGER4,0.27054560354386686,3,75.0
JUND,ASAH1,0.25492894194918003,4,100.0
JUND,SRRT,0.24603128111877626,3,75.0
JUND,SLC16A3,0.24050319246468455,4,100.0
JUND,SQSTM1,0.23379087037139334,3,75.0
JUND,STK17B,0.23000933291457826,3,75.0
JUND,STAT3,0.2212646920678657,3,75.0
JUND,IKZF3,0.22039829130817049,3,75.0
JUND,SESN3,0.2027198372324331,4,100.0
JUND,TGIF1,0.18539301969306377,3,75.0
JUND,CD247,0.1801607978478414,4,100.0
JUND,IRF2BP2,0.17309907668973523,4,100.0
JUND,LITAF,0.16048609080484919,3,75.0
JUND,TRAF1,0.1571608908756561,3,75.0
JUND,JOSD1,0.14874850074454268,3,75.0
JUND,BIRC2,0.13783516075053145,4,100.0
JUND,PPP1R16B,0.12983976869411432,3,75.0
JUND,PDE4B,0.09761595954411903,4,100.0
MAF,SNX9,1.898494804708892,3,75.0
MAF,TNFAIP8,1.6130252770702473,3,75.0
MAF,CD4,1.4840476216765037,3,75.0
MAF,NDRG1,1.322167474593232,3,75.0
MAF,IKZF3,0.8931359028809975,3,75.0
NFATC2,PITPNC1,1.368279200602915,3,75.0
NFATC2,NFATC2,1.0,3,75.0
NFKB1,CD83,2.4236074424915497,4,100.0
NFKB1,HLA-DRB5,2.3487155403437723,4,100.0
NFKB1,CD74,2.192989378101986,4,100.0
NFKB1,ZEB2,1.9276364484591522,4,100.0
NFKB1,CD44,1.8810489841361306,3,75.0
NFKB1,NFKBIZ,1.837669963315263,4,100.0
NFKB1,PEA15,1.8060369610283462,4,100.0
NFKB1,GRAMD1A,1.7933991896652408,4,100.0
NFKB1,BID,1.786237921167263,4,100.0
NFKB1,PDE4DIP,1.7289480150995944,4,100.0
NFKB1,PTGER4,1.696455191184563,4,100.0
NFKB1,ELL2,1.6683501521538335,4,100.0
NFKB1,PELI1,1.6085967805714525,4,100.0
NFKB1,TRAF1,1.5639171162425585,4,100.0
NFKB1,NFKBIA,1.4183431061184033,4,100.0
NFKB1,CDKN1A,1.371847689785615,4,100.0
NFKB1,PIM3,1.361978450870937,4,100.0
NFKB1,CTSS,1.308331925043096,4,100.0
NFKB1,ARID5A,1.2797302518143145,4,100.0
NFKB1,NINJ1,1.2476015992666247,4,100.0
NFKB1,HLA-DQB1,1.2338317806479182,4,100.0
NFKB1,RGS2,1.2192987350269415,4,100.0
NFKB1,BIRC3,1.1211721326529176,4,100.0
NFKB1,REL,1.0987849594881705,4,100.0
NFKB1,CTSB,1.0012788904191716,3,75.0
NFKB1,NFKB1,1.0,4,100.0
NFKB1,SOD2,0.9950373861141667,4,100.0
NFKB1,PDE4D,0.9760830543999046,3,75.0
NFKB1,NEAT1,0.9468486244948187,4,100.0
NFKB1,ZC3H12A,0.9417290997408763,4,100.0
NFKB1,RFTN1,0.9345959684697536,3,75.0
NFKB1,MAP3K8,0.8758911386354491,4,100.0
NFKB1,KDM6B,0.8657194629941187,4,100.0
NFKB1,TNFAIP8,0.8148060425164523,4,100.0
NFKB1,FTH1,0.8063853717115983,4,100.0
NFKB1,SAMSN1,0.7582184473126974,4,100.0
NFKB1,PARP8,0.7199613399686653,4,100.0
NFKB1,LMNA,0.7131153819981055,4,100.0
NFKB1,POLR3E,0.6892516001124317,3,75.0
NFKB1,NFKB2,0.6810127216820042,4,100.0
NFKB1,NR3C1,0.6730032388189102,4,100.0
NFKB1,RGS1,0.6636878246809523,4,100.0
NFKB1,CCR7,0.6300914631549812,4,100.0
NFKB1,CREM,0.6157724894878311,4,100.0
NFKB1,SRRT,0.6148048518999086,3,75.0
NFKB1,BIRC2,0.601084496828179,4,100.0
NFKB1,IRF2BP2,0.600984048859941,3,75.0
NFKB1,ATP1B3,0.5735653563682154,3,75.0
NFKB1,TRAF4,0.4880043497563977,4,100.0
NFKB1,TMEM2,0.47880493490893755,3,75.0
NFKB1,COTL1,0.47674095114529136,4,100.0
NFKB1,PDE4B,0.44230129466281287,4,100.0
NFKB1,STAT5B,0.4339019364397436,4,100.0
NFKB1,BAZ1A,0.41942786703979545,3,75.0
NFKB1,TGIF1,0.3917088480478325,3,75.0
NFKB1,MYADM,0.38096764110241715,3,75.0
NFKB1,CD69,0.3717986606677383,3,75.0
NFKB1,IL7R,0.355196583267112,4,100.0
NFKB1,BHLHE40,0.33684210351747557,3,75.0
NFKB1,CCL5,0.3142704608484726,4,100.0
NFKB1,TNFSF10,0.30431660444520864,3,75.0
NFKB1,HSP90B1,0.3009659910890921,4,100.0
NFKB1,TSHZ2,0.29933845635345835,3,75.0
NFKB1,NDRG1,0.29528987884684654,4,100.0
NFKB1,YPEL5,0.28163600263804545,4,100.0
NFKB1,RHBDF2,0.28096272524230714,4,100.0
NFKB1,RNF19A,0.2765375774314399,4,100.0
NFKB1,CST7,0.27102630226028673,3,75.0
NFKB1,CYSTM1,0.2540473938242556,3,75.0
NFKB1,RTN4,0.24987493802299499,4,100.0
NFKB1,TAGAP,0.24064791174214134,4,100.0
NFKB1,DUSP2,0.2320346507635531,4,100.0
NFKB1,STAT5A,0.20597909651530194,4,100.0
NFKB1,MARCKSL1,0.2049655206819476,4,100.0
NFKB1,JUNB,0.18869517629299257,3,75.0
NFKB1,NFATC2,0.1434888499758251,3,75.0
NFKB1,LYST,0.14125513235659748,3,75.0
NFKB1,CDC42EP3,0.13995606225809243,3,75.0
NFKB1,TNFAIP3,0.13903855748345242,4,100.0
NFKB1,STAT4,0.13215504086803911,3,75.0
NFKB1,CSRNP1,0.13125706913653418,4,100.0
NFKB1,CCNH,0.1291541271826026,4,100.0
NFKB1,FOSL2,0.12634839794325797,3,75.0
NFKB1,GZMK,0.12439085672361497,4,100.0
NFKB1,ZFP36,0.1011469094171724,4,100.0
NFKB1,PRDM1,0.0900129247095731,4,100.0
NFKB1,ZFP36L2,0.048563229950584326,4,100.0
NFKB2,STAT4,1.6787477772372126,4,100.0
NFKB2,RFTN1,1.3109777821057425,4,100.0
NFKB2,ATP2B4,1.1613651081895973,4,100.0
NFKB2,BID,1.1265448029623297,4,100.0
NFKB2,TMEM173,1.120213945550031,4,100.0
NFKB2,PDE4D,1.0961364085234289,4,100.0
NFKB2,ZEB2,1.0645795233149165,4,100.0
NFKB2,SPTAN1,1.0527143727528427,3,75.0
NFKB2,CTLA4,1.0356430118689575,4,100.0
NFKB2,IL21R,1.0340098965055053,4,100.0
NFKB2,TRAF1,1.0054098329426238,4,100.0
NFKB2,NFKB2,1.0,4,100.0
NFKB2,NFKB1,0.9671269471556799,4,100.0
NFKB2,CD83,0.9449673552934441,4,100.0
NFKB2,LMNA,0.9419219967703428,3,75.0
NFKB2,BHLHE40,0.8615153755922041,4,100.0
NFKB2,GRAMD1A,0.8342427887471761,4,100.0
NFKB2,PIM2,0.7884990593808766,3,75.0
NFKB2,CYSTM1,0.7817909239254197,4,100.0
NFKB2,RGS2,0.753128600487649,4,100.0
NFKB2,STAT5B,0.7506454334733939,4,100.0
NFKB2,CTSS,0.7371080608395122,4,100.0
NFKB2,MAF,0.7180733540192723,4,100.0
NFKB2,HLA-A,0.6843550602397784,4,100.0
NFKB2,SYTL2,0.6563702904229304,4,100.0
NFKB2,DDIT4,0.6116657778966724,4,100.0
NFKB2,CDKN1A,0.56486934951622,3,75.0
NFKB2,BAZ1A,0.5431478855945026,3,75.0
NFKB2,BIRC3,0.534051278953343,4,100.0
NFKB2,PELI1,0.5236392063292704,3,75.0
NFKB2,RNF19A,0.4955379313800265,3,75.0
NFKB2,JUNB,0.4572689491029264,3,75.0
NFKB2,KDM6B,0.45512650621439266,4,100.0
NFKB2,TSHZ2,0.4539605869875181,3,75.0
NFKB2,PRDM1,0.4427901720386286,4,100.0
NFKB2,SEC11C,0.43967426611106575,3,75.0
NFKB2,CCR7,0.41585606329824837,4,100.0
NFKB2,TNFAIP8,0.4106675808534317,4,100.0
NFKB2,ITGA4,0.40533534188721926,4,100.0
NFKB2,NFKBIA,0.4012683316782978,4,100.0
NFKB2,CD4,0.3873531890379645,4,100.0
NFKB2,ARID5A,0.3788582421002056,3,75.0
NFKB2,RGS1,0.3762645169680185,4,100.0
NFKB2,ADGRE5,0.3712835381796703,4,100.0
NFKB2,REL,0.36885724338858883,4,100.0
NFKB2,ZC3H12A,0.36770687085977966,4,100.0
NFKB2,TNFRSF4,0.36744857271250553,4,100.0
NFKB2,FYN,0.35754484337534614,4,100.0
NFKB2,LYST,0.3464925466280576,4,100.0
NFKB2,CD74,0.3300400077149741,4,100.0
NFKB2,TMEM2,0.3189730575832129,3,75.0
NFKB2,LAG3,0.30739204305152307,3,75.0
NFKB2,HLA-DQB1,0.30735789179710327,4,100.0
NFKB2,STAT3,0.2712621092536845,3,75.0
NFKB2,PIK3R1,0.27028819286199274,4,100.0
NFKB2,CTSB,0.27018297374143513,3,75.0
NFKB2,PIM3,0.25573036839570223,4,100.0
NFKB2,STAT5A,0.24719541011113924,4,100.0
NFKB2,CD44,0.2307269545113093,4,100.0
NFKB2,LCP1,0.22261805730514816,3,75.0
NFKB2,PDE4B,0.21154201142310045,3,75.0
NFKB2,YPEL5,0.2109598448764869,4,100.0
NFKB2,NFKBIZ,0.20606348403124988,3,75.0
NFKB2,PEA15,0.2019925831940402,4,100.0
NFKB2,PTGER4,0.1979815460719974,4,100.0
NFKB2,SATB1,0.1772626874393813,3,75.0
NFKB2,IL7R,0.17389329645865506,3,75.0
NFKB2,CCL5,0.17159232701063712,4,100.0
NFKB2,TAGAP,0.16896257155713088,3,75.0
NFKB2,TNFAIP3,0.16551330038842166,4,100.0
NFKB2,AKNA,0.15478178148199384,4,100.0
NFKB2,DNAJB1,0.15196291252951127,3,75.0
NFKB2,PPP1R16B,0.14464165560139938,4,100.0
NFKB2,GGA2,0.1405089346859697,3,75.0
NFKB2,DUSP2,0.13209348405785393,4,100.0
NFKB2,CD69,0.122302586538705,4,100.0
NFKB2,ELL2,0.11980266434661269,3,75.0
NFKB2,CRIP1,0.11116120032251262,4,100.0
NFKB2,CCNH,0.09038588598639347,3,75.0
NFKB2,ZFP36,0.0769369597010786,3,75.0
NFKB2,ZFP36L2,0.06315791127384417,3,75.0
NFKB2,GADD45B,0.04780679450201131,3,75.0
PRDM1,ZEB2,1.9366950987660339,4,100.0
PRDM1,IL21R,1.5057110677023902,4,100.0
PRDM1,PRDM1,1.0,4,100.0
PRDM1,PABPC1,0.8842200545892185,3,75.0
PRDM1,CMIP,0.7928094366391341,4,100.0
PRDM1,CTSB,0.7425757168635222,3,75.0
PRDM1,SAMSN1,0.7081211212435577,4,100.0
PRDM1,LDLRAD4,0.7056942512546462,4,100.0
PRDM1,FYN,0.7033109655208992,3,75.0
PRDM1,PDE4DIP,0.6532167042845236,3,75.0
PRDM1,TAGAP,0.6265581618526961,4,100.0
PRDM1,ATP2B4,0.6231551451426282,4,100.0
PRDM1,DUSP16,0.5728143188991949,3,75.0
PRDM1,KDM6B,0.5728089633210016,3,75.0
PRDM1,FOSL2,0.5460577264552768,3,75.0
PRDM1,UCP2,0.47041790001542455,3,75.0
PRDM1,DOK2,0.47029040163773733,3,75.0
PRDM1,CXCR3,0.398912252292689,4,100.0
PRDM1,ITPR1,0.36214080525411263,4,100.0
PRDM1,FAM107B,0.3340631758956545,3,75.0
PRDM1,MAP3K8,0.321249088369999,3,75.0
PRDM1,RGCC,0.3170342531468506,3,75.0
PRDM1,LCP1,0.3095632052489301,4,100.0
PRDM1,TRAF1,0.2665119827561339,3,75.0
PRDM1,ARHGAP9,0.2293334371973578,3,75.0
PRDM1,TNFAIP8,0.19361656727830046,3,75.0
PRDM1,TSC22D3,0.12473425801432926,3,75.0
REL,SERPINB9,4.588612479873504,4,100.0
REL,NFKBIA,4.008319101909542,4,100.0
REL,HLA-DRB5,3.457852514953806,3,75.0
REL,GPR183,3.283682665437073,4,100.0
REL,CD74,3.2343041936949355,4,100.0
REL,NFKBIZ,3.2217205743564725,4,100.0
REL,JUNB,3.1859778607931766,4,100.0
REL,KDM6B,3.184947020162952,4,100.0
REL,JUN,3.072704409145042,4,100.0
REL,BAZ1A,2.9150875270195424,4,100.0
REL,NFKB1,2.8362613889248935,4,100.0
REL,ARAP2,2.746129271381095,4,100.0
REL,NR4A2,2.7450018630515594,4,100.0
REL,CD83,2.708517473645711,4,100.0
REL,PIM3,2.5716816180087716,4,100.0
REL,HLA-DQB1,2.563916628874755,4,100.0
REL,ELL2,2.5068636129021047,4,100.0
REL,CCND2,2.3737294162249647,4,100.0
REL,NEAT1,2.364322980747396,4,100.0
REL,PABPC1,2.2890261496884503,4,100.0
REL,RTN4,2.286440024832821,4,100.0
REL,PEA15,2.1936309851355293,4,100.0
REL,MARCKSL1,2.1867021934580095,3,75.0
REL,BIRC3,2.1829213408577517,4,100.0
REL,SOD2,2.1243132459267446,4,100.0
REL,PDE4DIP,2.010103023333488,4,100.0
REL,BID,1.997995339628583,4,100.0
REL,FKBP4,1.9962658253896155,4,100.0
REL,CD44,1.9834781432224344,4,100.0
REL,NINJ1,1.930143613283174,4,100.0
REL,CDKN1A,1.8748150381822828,4,100.0
REL,FTH1,1.8267033300673567,4,100.0
REL,TRAF1,1.7363686424259888,4,100.0
REL,TNFAIP3,1.5630072950507068,4,100.0
REL,ZFP36,1.5559868354680997,4,100.0
REL,LITAF,1.465325844113111,4,100.0
REL,JOSD1,1.4183309889037066,4,100.0
REL,FOSL2,1.3776676507622194,4,100.0
REL,ZFP36L2,1.3227870525600416,4,100.0
REL,ZC3H12A,1.3111219514564794,4,100.0
REL,BIRC2,1.296278242879259,4,100.0
REL,ZEB2,1.2954538298868217,4,100.0
REL,CREM,1.2841737999372203,4,100.0
REL,PDE4B,1.2536988846376,4,100.0
REL,SAMSN1,1.250004211186892,4,100.0
REL,SDCBP,1.2333400345579033,4,100.0
REL,RNF19A,1.2030361354572836,4,100.0
REL,GADD45B,1.1836235192567521,4,100.0
REL,RFTN1,1.1794637261368892,4,100.0
REL,DUSP2,1.1767151317678812,4,100.0
REL,CCR7,1.1259643731444167,4,100.0
REL,FOS,1.102800564037836,3,75.0
REL,PERP,1.0394735793392642,4,100.0
REL,ITGA4,1.0262483116015246,4,100.0
REL,CSRNP1,1.0244003356853522,4,100.0
REL,RGS1,1.0213385536327086,4,100.0
REL,CD69,1.0161201692123858,4,100.0
REL,CAPG,1.012972673731863,4,100.0
REL,MGST3,1.012391347896462,4,100.0
REL,REL,1.0,4,100.0
REL,PARP8,0.9605274038639195,4,100.0
REL,ARID5A,0.954957915244822,4,100.0
REL,STAT3,0.8712171779662152,4,100.0
REL,CD63,0.8446112393956713,4,100.0
REL,NFKB2,0.8390351515213684,4,100.0
REL,RGS2,0.804350456532553,4,100.0
REL,JUND,0.7249875954297269,4,100.0
REL,DDIT4,0.7226187712616464,4,100.0
REL,ASAH1,0.7174151416047336,4,100.0
REL,BHLHE40,0.7124269643475973,4,100.0
REL,TUBA1C,0.6887812465691853,3,75.0
REL,SQSTM1,0.6853698506721911,4,100.0
REL,ATP1B3,0.6794282483901838,4,100.0
REL,HMGA1,0.6512465599363929,4,100.0
REL,TNFAIP8,0.6435378974389722,3,75.0
REL,TGIF1,0.6219525899803949,4,100.0
REL,TNFSF10,0.6115215688001091,4,100.0
REL,CTSB,0.6057183808445415,3,75.0
REL,CCL5,0.6011562118905123,4,100.0
REL,CYSTM1,0.5888808024948549,4,100.0
REL,CD5,0.583935116495304,4,100.0
REL,PTGER4,0.57713479741109,4,100.0
REL,IL7R,0.5768395087838933,4,100.0
REL,IRF2BP2,0.5749689833099458,4,100.0
REL,PELI1,0.5698171557749308,3,75.0
REL,TGFB1,0.5649987892941961,3,75.0
REL,TRAF4,0.5530698662319207,4,100.0
REL,TNFRSF1B,0.5379725200512799,4,100.0
REL,MAP3K8,0.5203187977806344,4,100.0
REL,PRDM1,0.5022521251270682,4,100.0
REL,GZMK,0.49250052413057477,4,100.0
REL,FOXP1,0.48174989671393625,3,75.0
REL,PPP1R16B,0.47827526128462783,4,100.0
REL,SLC39A8,0.4750274580609424,3,75.0
REL,COTL1,0.4576404460283349,4,100.0
REL,DNAJB1,0.4549430927027652,4,100.0
REL,TPM4,0.442291846587195,4,100.0
REL,STAT5A,0.3959478944799347,4,100.0
REL,SATB1,0.3944459986747267,3,75.0
REL,SEMA4D,0.39307137987399443,4,100.0
REL,TSC22D3,0.379720368063362,3,75.0
REL,SUN2,0.3698765512282783,4,100.0
REL,TAGAP,0.3607699812957263,4,100.0
REL,NFATC2,0.2774076253781985,4,100.0
REL,GRAMD1A,0.26528288208020057,4,100.0
REL,EML4,0.26523124134890663,3,75.0
REL,IL21R,0.24645860172388626,3,75.0
REL,RAB11FIP1,0.2236645701701701,4,100.0
REL,DUSP16,0.20464886776951607,3,75.0
REL,STAT4,0.18151986319974564,3,75.0
REL,YPEL5,0.1763560159497342,4,100.0
REL,ITM2C,0.13544013882304043,3,75.0
REL,CST7,0.09390008175893667,3,75.0
SOX4,MARCKSL1,1.9260400573886949,4,100.0
SOX4,HSPH1,1.7759101642174473,3,75.0
SOX4,ATP1A1,1.3136796933902921,3,75.0
SOX4,TXNIP,1.1064513522068344,4,100.0
SOX4,SOX4,1.0,4,100.0
SOX4,RTN4,0.952781287247013,3,75.0
SOX4,CMIP,0.7188087350145796,3,75.0
STAT3,SEMA4D,2.425934174201452,4,100.0
STAT3,DUSP4,2.1615304824562767,4,100.0
STAT3,LCP1,2.0278715424634433,4,100.0
STAT3,DUSP16,1.84957882623801,4,100.0
STAT3,ARHGAP9,1.83549515289421,4,100.0
STAT3,CYSTM1,1.8269720207771951,4,100.0
STAT3,SMCHD1,1.754601037431636,4,100.0
STAT3,CD8A,1.5892660399849743,4,100.0
STAT3,ITGA4,1.5396850929573809,3,75.0
STAT3,PTMS,1.4872634471291308,4,100.0
STAT3,COTL1,1.4355973825317387,4,100.0
STAT3,ADGRE5,1.3596131597332726,4,100.0
STAT3,FYN,1.3291459228817333,4,100.0
STAT3,RFTN1,1.3221170261605808,4,100.0
STAT3,FTH1,1.3117181434104002,4,100.0
STAT3,OASL,1.2455668693089927,4,100.0
STAT3,DOK2,1.226250074430705,4,100.0
STAT3,JAML,1.2020442962350888,3,75.0
STAT3,PTGER4,1.1899653595033848,4,100.0
STAT3,CXCR3,1.1130466752543724,4,100.0
STAT3,SLC7A5,1.1071799884245563,4,100.0
STAT3,LITAF,1.106291552940237,4,100.0
STAT3,IL21R,1.089457340566785,4,100.0
STAT3,TXNIP,1.0632712586713986,3,75.0
STAT3,SUN2,1.0503131451685435,4,100.0
STAT3,LINC00152,1.0395335920826898,4,100.0
STAT3,MGST3,1.0267289458277404,4,100.0
STAT3,DUSP1,1.0226647604882102,4,100.0
STAT3,BHLHE40,1.0165623889937505,4,100.0
STAT3,SRGN,1.0058545776159635,4,100.0
STAT3,FOSL2,1.0041155122264094,4,100.0
STAT3,STAT3,1.0,4,100.0
STAT3,TMEM2,0.9918609120613123,4,100.0
STAT3,DUSP2,0.9883591607443534,4,100.0
STAT3,ARHGEF7,0.987294171920005,4,100.0
STAT3,BIRC2,0.9798909886943689,4,100.0
STAT3,XAB2,0.9760949023363539,4,100.0
STAT3,SYTL3,0.9668370347510598,4,100.0
STAT3,JOSD1,0.9630233111963827,4,100.0
STAT3,LEPROTL1,0.9608368585530277,4,100.0
STAT3,ZNF331,0.9115691931736803,3,75.0
STAT3,CMIP,0.9073163056718929,3,75.0
STAT3,UCP2,0.9046562751264671,4,100.0
STAT3,CBLB,0.899300332170395,3,75.0
STAT3,ATP2B4,0.8985672760039869,4,100.0
STAT3,PIM3,0.8960143056307159,4,100.0
STAT3,TIMP1,0.895845695434668,4,100.0
STAT3,SDCBP,0.8900524001685648,4,100.0
STAT3,BATF,0.8774618711831224,3,75.0
STAT3,SPOCK2,0.8703815419722145,4,100.0
STAT3,PTPRC,0.8679365348620028,4,100.0
STAT3,RPS29,0.840133138350182,4,100.0
STAT3,NDRG1,0.837119844334279,4,100.0
STAT3,SH2D1A,0.83438774567782,3,75.0
STAT3,G6PD,0.823956580725363,4,100.0
STAT3,ZC3H12A,0.8063796523007467,4,100.0
STAT3,ISG15,0.8040741454983267,4,100.0
STAT3,CTSS,0.7938155129538806,4,100.0
STAT3,TSC22D3,0.7932905159506732,4,100.0
STAT3,TNFRSF1B,0.7895818053868181,4,100.0
STAT3,CSRNP1,0.7885936204214756,4,100.0
STAT3,NAMPT,0.7876820237383203,4,100.0
STAT3,JUNB,0.7732013115699237,4,100.0
STAT3,ZFP36L2,0.7668168800312068,3,75.0
STAT3,RASAL3,0.7637160062547318,3,75.0
STAT3,MAP3K8,0.7585932907861078,4,100.0
STAT3,FAM65B,0.7508129524001843,4,100.0
STAT3,ATP1A1,0.7493756584715924,4,100.0
STAT3,CTSB,0.740331574884641,3,75.0
STAT3,NR4A2,0.7371672471120717,4,100.0
STAT3,MAP1LC3A,0.7289656709405044,4,100.0
STAT3,TUBA4A,0.7208642585738441,4,100.0
STAT3,SYTL2,0.7172186342507528,3,75.0
STAT3,FKBP4,0.7117857429055742,3,75.0
STAT3,GABARAPL1,0.711784749977789,4,100.0
STAT3,CCL5,0.7086421129363002,4,100.0
STAT3,CHMP1B,0.7044450286143289,4,100.0
STAT3,LYST,0.7042016740126503,3,75.0
STAT3,GIMAP4,0.6961372076268822,4,100.0
STAT3,AKNA,0.694306860844714,4,100.0
STAT3,CD53,0.6882390000584059,3,75.0
STAT3,LDLRAD4,0.6855142066934107,4,100.0
STAT3,ALOX5AP,0.6803817720238327,4,100.0
STAT3,TRAF1,0.6692711532653859,4,100.0
STAT3,LIMS1,0.669156337064979,3,75.0
STAT3,HLA-DQA1,0.6678390976414375,4,100.0
STAT3,GLUL,0.6607996008212682,4,100.0
STAT3,PEA15,0.6531801383123397,4,100.0
STAT3,PABPC1,0.6501731065428853,4,100.0
STAT3,UPP1,0.638769211289711,4,100.0
STAT3,TBC1D4,0.6352496482057504,3,75.0
STAT3,BTG1,0.6332601311606247,4,100.0
STAT3,RALA,0.6235497647216734,4,100.0
STAT3,NFKBIZ,0.6223292348041365,4,100.0
STAT3,BTG2,0.616239171921038,3,75.0
STAT3,BAZ1A,0.6158658704626531,4,100.0
STAT3,TXNRD1,0.6106784201889127,4,100.0
STAT3,APLP2,0.6090891043558693,4,100.0
STAT3,IDH2,0.6060667909230619,3,75.0
STAT3,ITGAE,0.6050577647606182,3,75.0
STAT3,IER2,0.5997424255354948,4,100.0
STAT3,HTATIP2,0.5991161051971605,3,75.0
STAT3,IL7R,0.5896392069295706,4,100.0
STAT3,PDE4B,0.5855927883110463,3,75.0
STAT3,YPEL5,0.572784194669893,4,100.0
STAT3,GZMB,0.5708157317468381,4,100.0
STAT3,PRDM1,0.5637082499455501,4,100.0
STAT3,JUN,0.5591960932020484,4,100.0
STAT3,MAF,0.5479772038126316,4,100.0
STAT3,AUTS2,0.5383540694372653,4,100.0
STAT3,HLA-DRA,0.537397034698431,3,75.0
STAT3,ABLIM1,0.5228133436202478,4,100.0
STAT3,IKZF3,0.49556695717438115,4,100.0
STAT3,RGCC,0.49373576901013183,4,100.0
STAT3,STAT5A,0.4860422342020866,4,100.0
STAT3,CDC42EP3,0.485429576951949,4,100.0
STAT3,SRRT,0.4717574185788071,3,75.0
STAT3,TSHZ2,0.46989867978433547,3,75.0
STAT3,TAGAP,0.4698042099428901,4,100.0
STAT3,PDE4DIP,0.4666123484325676,4,100.0
STAT3,DNAJB1,0.4660494836394765,4,100.0
STAT3,ARAP2,0.46434616152583796,4,100.0
STAT3,LMNA,0.46115794847355124,3,75.0
STAT3,LAG3,0.4576850230373848,3,75.0
STAT3,GPR183,0.44921137420356394,3,75.0
STAT3,CHD2,0.44783394216344735,4,100.0
STAT3,REL,0.4438901521238553,4,100.0
STAT3,PARP8,0.4430090710807324,4,100.0
STAT3,TNFSF10,0.43292479363756026,3,75.0
STAT3,CD4,0.4244028674955919,3,75.0
STAT3,TNFAIP3,0.41866347362532563,4,100.0
STAT3,AQP3,0.41825216966446316,4,100.0
STAT3,ARID5A,0.41680443410624046,3,75.0
STAT3,CCND2,0.41613499301376333,4,100.0
STAT3,PIK3R1,0.40863928821860596,4,100.0
STAT3,ZEB2,0.4074375773053537,4,100.0
STAT3,MVP,0.4071657405803493,4,100.0
STAT3,HSPA5,0.3989016142612258,4,100.0
STAT3,CD44,0.3961371082877789,4,100.0
STAT3,SOX4,0.3946969536917004,3,75.0
STAT3,RGS2,0.39388644896164227,3,75.0
STAT3,NFATC2,0.38819405430852233,4,100.0
STAT3,BCL2L11,0.38183323482725473,4,100.0
STAT3,SAT1,0.37806437213165445,4,100.0
STAT3,PITPNC1,0.3774283438700019,4,100.0
STAT3,JUND,0.3701014554087512,4,100.0
STAT3,IRF7,0.3629771498774654,4,100.0
STAT3,SESN3,0.3554430463253322,4,100.0
STAT3,RNF19A,0.35102089605052095,4,100.0
STAT3,FAM107B,0.34561928579025386,3,75.0
STAT3,BID,0.34402941055495684,3,75.0
STAT3,GALM,0.3332229031978043,3,75.0
STAT3,ICOS,0.3310452835540307,4,100.0
STAT3,MARCKSL1,0.3258793294234149,4,100.0
STAT3,TGIF1,0.3172346689435608,4,100.0
STAT3,GATA3,0.31231875972359074,3,75.0
STAT3,NINJ1,0.3115400787421683,4,100.0
STAT3,GADD45B,0.3079804178954444,4,100.0
STAT3,PTP4A1,0.2993065148643813,4,100.0
STAT3,KDM6B,0.29551275606149674,4,100.0
STAT3,PPP1R16B,0.2918406853318323,3,75.0
STAT3,P2RY10,0.2904693086805518,3,75.0
STAT3,MIR4435-2HG,0.2868451450630126,3,75.0
STAT3,SAMSN1,0.2783378443663595,4,100.0
