target	regulator	condition	weight
EIF4E	SEPT2	Macrophages	0.0038135
EIF4E	TIGIT	Macrophages	0.00089672
EIF4E	VPS37B	CD8_exhausted	-0.0094162
EIF4E	ZNF622	CD8_exhausted	-0.00035357
EIF4E2	MIEN1	CD8_exhausted	-0.0078893
EIF4E2	NDUFA2	CD8_exhausted	-0.00072408
EIF4E2	PANK2	Macrophages	0.017266
EIF4E2	PPP1CC	CD8_exhausted	-0.00052664
EIF4E2	USO1	Macrophages	0.00051884
EIF4EBP1	C5ORF15	Macrophages	0.0046797
EIF4EBP2	AMZ2	Macrophages	0.0077946
EIF4EBP2	EFR3A	CD8_exhausted	-0.0021986
EIF4EBP2	OVCA2	Macrophages	0.017412
EIF4EBP2	PTPRCAP	CD8_exhausted	-0.0061146
EIF4EBP2	SHFM1	CD8_exhausted	-0.018505
EIF4EBP2	TMEM219	CD8_exhausted	-5.4749e-07
EIF4G1	BIRC3	Macrophages	0.001358
EIF4G1	DDRGK1	CD8_exhausted	-0.0014851
EIF4G1	FBXW5	Macrophages	0.025303
EIF4G1	GRWD1	Macrophages	0.00015423
EIF4G1	NRDC	Macrophages	0.0020191
EIF4G1	TMEM11	Macrophages	0.0046828
EIF4G1	WDR18	CD8_exhausted	-0.0012879
EIF4G1	ZNF638	CD8_exhausted	-0.00025124
EIF4G2	GBP2	CD8_exhausted	-0.00039311
EIF4G2	HP1BP3	Macrophages	0.0080729
EIF4G2	MED28	CD8_exhausted	-0.00097335
EIF4G2	WDR18	CD8_exhausted	-0.00055791
EIF4H	ARHGAP25	CD8_exhausted	-0.0082755
EIF4H	ATP6V1D	Macrophages	0.0060632
EIF4H	CBX3	CD8_exhausted	-6.6083e-05
EIF4H	EMC6	CD8_exhausted	-0.00013844
EIF4H	HMGN3	CD8_exhausted	-0.00027411
EIF4H	MGAT2	Macrophages	0.010122
EIF5	AKR1A1	CD8_exhausted	-0.0050527
EIF5	CCAR2	CD8_exhausted	-0.010017
EIF5	LSM3	Macrophages	0.0022634
EIF5	NDUFB11	Macrophages	0.0024005
EIF5	SETX	Macrophages	1.4656e-05
EIF5A	RPS17	CD8_exhausted	-0.0040598
EIF5A	SNRPD1	CD8_exhausted	-0.00024689
EIF5B	ATP6AP1	Macrophages	0.00035402
EIF5B	CLPTM1	Macrophages	0.0085476
EIF5B	EMC6	Macrophages	0.0080824
EIF5B	RRP7A	Macrophages	0.00097496
EIF5B	SFT2D2	Macrophages	0.0048334
EIF5B	SMARCC2	Macrophages	0.00069051
EIF5B	TNFRSF25	CD8_exhausted	-0.002285
EIF6	CREB3	CD8_exhausted	-0.018909
EIF6	DARS	CD8_exhausted	-2.3875e-05
EIF6	PTBP3	CD8_exhausted	-8.3796e-05
EIF6	VPS37B	Macrophages	0.0057974
ELAVL1	AK3	CD8_exhausted	-0.013034
ELAVL1	CELF1	CD8_exhausted	-0.00041112
ELAVL1	CLINT1	CD8_exhausted	-0.00067384
ELAVL1	DPH3	CD8_exhausted	-0.0008422
ELAVL1	PPP1R2	Macrophages	0.00027265
ELAVL1	RTN3	Macrophages	0.0004524
ELAVL1	SEC31A	CD8_exhausted	-0.00038906
ELAVL1	SLC35B1	Macrophages	0.004126
ELAVL1	WDR45B	Macrophages	0.00022973
ELF1	MALSU1	Macrophages	0.029989
ELF1	NT5C	CD8_exhausted	-0.0005519
ELF1	SLC35B1	CD8_exhausted	-0.01512
ELF1	TBK1	Macrophages	0.0063386
ELF1	TIA1	Macrophages	0.0004782
ELF2	ATP6V1A	CD8_exhausted	-0.00030603
ELF2	C6ORF1	CD8_exhausted	-0.0022749
ELF2	CUL1	CD8_exhausted	-0.00044027
ELF2	DRG1	Macrophages	0.051321
ELF2	FAM129A	CD8_exhausted	-0.00043022
ELF2	METTL5	Macrophages	0.010313
ELF2	PHF11	CD8_exhausted	-2.0094e-05
ELF2	POLR2I	CD8_exhausted	-0.00098143
ELF2	RTF1	CD8_exhausted	-0.013405
ELF2	SDF4	CD8_exhausted	-0.00091623
ELF2	TIMM8B	CD8_exhausted	-0.0030806
ELF2	ZNF644	CD8_exhausted	-0.00018886
ELL2	AFF4	CD8_exhausted	-0.0018559
ELL2	CDK11A	Macrophages	0.0025301
ELL2	GPRIN3	Macrophages	0.0099443
ELMO1	ABHD17A	Macrophages	0.011684
ELMO1	GNPAT	CD8_exhausted	-0.0095542
ELMO1	UQCRQ	CD8_exhausted	-0.00024292
ELOF1	CASP4	CD8_exhausted	-0.0048478
ELOF1	DNM2	CD8_exhausted	-0.00030978
ELOF1	MAPRE1	Macrophages	0.024619
ELOF1	NIPBL	CD8_exhausted	-0.0024391
ELOF1	NOB1	Macrophages	0.012142
ELOF1	PATL1	CD8_exhausted	-0.0002113
ELOF1	PMPCB	Macrophages	0.0057805
ELOF1	RNF34	CD8_exhausted	-0.00046635
ELOF1	SH3KBP1	CD8_exhausted	-0.0027594
ELOF1	STIP1	CD8_exhausted	-0.03043
ELOF1	TMEM165	CD8_exhausted	-0.00022349
ELOF1	TMEM248	CD8_exhausted	-0.0020136
ELOF1	USO1	CD8_exhausted	-0.014195
ELOF1	ZC3H15	Macrophages	0.043098
ELOVL1	CAND1	Macrophages	0.014377
ELOVL1	LRRC41	CD8_exhausted	-0.029805
ELOVL1	NGRN	CD8_exhausted	-9.1565e-05
ELOVL1	SF3B3	CD8_exhausted	-0.00073008
ELOVL1	SFT2D1	Macrophages	0.002558
ELOVL5	ABCF1	CD8_exhausted	-0.019358
ELOVL5	CPSF7	Macrophages	0.006029
ELOVL5	DCTN1	CD8_exhausted	-7.076e-05
ELOVL5	EPB41L4A-AS1	Macrophages	0.022265
ELOVL5	ERP29	CD8_exhausted	-0.0075336
ELOVL5	IFNAR2	CD8_exhausted	-7.1561e-06
ELP5	CKAP2	Macrophages	0.00099375
ELP5	CLINT1	CD8_exhausted	-0.00036313
ELP5	FAM208A	CD8_exhausted	-0.016019
ELP5	MRPS21	CD8_exhausted	-0.00044148
ELP5	SEC13	Macrophages	0.00019888
ELP5	TP53RK	Macrophages	5.339e-06
EMB	BAZ2A	CD8_exhausted	-7.6853e-06
EMB	DNAJA2	CD8_exhausted	-9.2472e-05
EMB	GLUD1	Macrophages	0.0044416
EMB	HSBP1	CD8_exhausted	-0.00085118
EMB	METTL17	Macrophages	0.014237
EMB	MYDGF	Macrophages	0.0076915
EMB	NDE1	Macrophages	0.00053966
EMB	SLC7A5	Macrophages	0.00018617
EMB	STT3A	Macrophages	0.00011214
EMC10	ARL6IP1	Macrophages	0.039496
EMC10	FLNA	Macrophages	0.0065422
EMC10	IL16	CD8_exhausted	-0.00010275
EMC10	LIMD2	CD8_exhausted	-0.013728
EMC10	NMT1	CD8_exhausted	-0.081837
EMC10	RNF113A	CD8_exhausted	-0.0018998
EMC10	RPS26	CD8_exhausted	-6.3524e-05
EMC10	RSRP1	Macrophages	0.028723
EMC10	SLC1A4	Macrophages	0.00042081
EMC10	ZMPSTE24	Macrophages	0.0049953
EMC3	COQ10B	CD8_exhausted	-0.0020188
EMC3	MKL1	Macrophages	0.022117
EMC3	PAPOLA	CD8_exhausted	-0.00014652
EMC3	PDXDC1	CD8_exhausted	-0.00075674
EMC3	PPP6R3	Macrophages	0.0094126
EMC3	RHOA	CD8_exhausted	-0.00096201
EMC3	RUNX3	CD8_exhausted	-0.012979
EMC3	ZFAND3	Macrophages	0.0002168
EMC4	ARL6IP6	CD8_exhausted	-0.0018786
EMC4	MRPS26	CD8_exhausted	-0.00041454
EMC4	MSL3	CD8_exhausted	-0.031276
EMC4	ORMDL1	CD8_exhausted	-0.0011355
EMC4	PTRHD1	Macrophages	0.010674
EMC4	SOD1	CD8_exhausted	-5.2056e-05
EMC4	TACC1	Macrophages	0.039292
EMC4	TBCA	CD8_exhausted	-0.0024342
EMC4	TIPARP	Macrophages	0.028977
EMC6	AMZ2	Macrophages	0.0056734
EMC6	EIF4H	CD8_exhausted	-0.00013844
EMC6	EIF5B	Macrophages	0.0080824
EMC6	HSBP1	CD8_exhausted	-0.00021556
EMC6	SET	CD8_exhausted	-0.0004142
EMC6	SLC5A3	CD8_exhausted	-0.022111
EMC6	SMAD2	Macrophages	0.00046061
EMC6	SNU13	CD8_exhausted	-1.6223e-05
EMC6	SRSF2	CD8_exhausted	-0.00043513
EMC6	TSTD1	Macrophages	0.018726
EMC7	CDC42SE1	Macrophages	0.0049039
EMC7	COA3	Macrophages	0.00047722
EMC7	GRINA	CD8_exhausted	-0.026888
EMC7	RAB5A	CD8_exhausted	-0.00033939
EMC7	SFT2D1	Macrophages	6.0924e-05
EMC7	SNAPIN	CD8_exhausted	-0.031286
EMC8	CNIH1	CD8_exhausted	-4.2939e-06
EMC8	FTSJ1	Macrophages	3.9469e-05
EMC8	LCMT1	CD8_exhausted	-0.00019375
EMC8	MRPL20	CD8_exhausted	-0.00012845
EMC8	PCNP	CD8_exhausted	-0.013529
EMC8	SLFN12L	CD8_exhausted	-0.0056688
EMC8	TAF1D	CD8_exhausted	-0.00013319
EMC8	TNFRSF14	Macrophages	0.023124
EMD	ASNSD1	Macrophages	0.022596
EMD	CUL4A	CD8_exhausted	-0.016703
EMD	LYSMD2	Macrophages	0.0048266
EMD	RARA	CD8_exhausted	-0.00026404
EMD	YY1AP1	CD8_exhausted	-0.00032345
EML4	GTF2A2	Macrophages	0.0094464
EML4	SCP2	CD8_exhausted	-0.00049952
EML4	TSEN34	CD8_exhausted	-9.9292e-05
EMP3	PTP4A2	Macrophages	0.00029915
ENO1	NELFCD	CD8_exhausted	-0.00012147
ENO1	XPO1	CD8_exhausted	-0.00040812
ENSA	ATF2	Macrophages	0.0023936
ENSA	DAP3	CD8_exhausted	-0.0015138
ENSA	NUB1	Macrophages	0.013922
ENSA	PCNP	CD8_exhausted	-0.001192
ENSA	PSMC4	CD8_exhausted	-8.2097e-05
ENTPD1	APRT	CD8_exhausted	-0.00023259
ENTPD1	BAD	CD8_exhausted	-1.9924e-05
ENTPD1	CREBZF	Macrophages	0.0050351
ENTPD1	POLR2K	CD8_exhausted	-0.0011615
ENTPD1	SNRNP40	Macrophages	0.018522
ENY2	ATF4	CD8_exhausted	-0.0029865
ENY2	BFAR	CD8_exhausted	-0.00036825
ENY2	MVD	CD8_exhausted	-4.36e-06
ENY2	NAP1L1	CD8_exhausted	-0.0043609
ENY2	PRPS1	Macrophages	0.0062165
ENY2	SYNCRIP	CD8_exhausted	-0.0074926
ENY2	TNFRSF1A	Macrophages	0.00044602
EP300	ATG5	Macrophages	0.003672
EP300	NCBP2	CD8_exhausted	-0.0050178
EP300	SART3	CD8_exhausted	-0.0068851
EP300	SMU1	CD8_exhausted	-0.014041
EP300	SNAP29	Macrophages	0.0181
EP300	SYF2	Macrophages	0.0010727
EP300	TCIRG1	Macrophages	0.0057828
EP300	TPT1	CD8_exhausted	-0.0029746
EP300	ZFR	CD8_exhausted	-0.022592
EPB41	C15ORF61	CD8_exhausted	-0.0017402
EPB41	OXSR1	Macrophages	0.0078629
EPB41	QRICH1	Macrophages	0.0045387
EPB41	USP3	CD8_exhausted	-0.0020784
EPB41L4A-AS1	C11ORF58	CD8_exhausted	-7.7767e-05
EPB41L4A-AS1	DDA1	Macrophages	0.0171
EPB41L4A-AS1	ELOVL5	Macrophages	0.022265
EPB41L4A-AS1	G3BP1	CD8_exhausted	-0.0028798
EPB41L4A-AS1	GLYR1	CD8_exhausted	-0.0005675
EPB41L4A-AS1	HNRNPK	CD8_exhausted	-8.2274e-05
EPB41L4A-AS1	MPHOSPH8	CD8_exhausted	-0.0014609
EPB41L4A-AS1	POLR1D	CD8_exhausted	-0.0017041
EPC1	ARPP19	CD8_exhausted	-0.00045893
EPC1	GPS2	Macrophages	5.5096e-05
EPC1	HPCAL1	CD8_exhausted	-0.0012591
EPC1	IDH3B	Macrophages	0.0017447
EPC1	RAB2A	CD8_exhausted	-0.012835
EPC1	SHARPIN	CD8_exhausted	-1.1208e-05
EPN1	C21ORF59	CD8_exhausted	-0.0050327
EPN1	CXXC1	CD8_exhausted	-0.003113
EPN1	ILK	Macrophages	0.0055096
EPN1	SNRPD1	CD8_exhausted	-0.0001295
EPN1	TBRG4	Macrophages	0.048209
EPN1	TMEM167B	CD8_exhausted	-0.0091493
EPRS	ALG2	CD8_exhausted	-0.0086279
EPRS	CDK12	Macrophages	0.0069942
EPRS	STRAP	CD8_exhausted	-2.2793e-05
EPRS	STT3B	CD8_exhausted	-0.0017543
EPRS	UQCRHL	CD8_exhausted	-0.0018911
EPS15	C3ORF17	CD8_exhausted	-0.0013184
EPS15	G3BP1	CD8_exhausted	-0.0050714
EPS15	MDH2	Macrophages	0.00084702
EPS15	MRPL10	Macrophages	0.00027955
EPS15	MZT2B	Macrophages	0.00026699
EPS15	NDUFB11	CD8_exhausted	-0.0041102
EPS15	ORMDL2	CD8_exhausted	-0.0020656
EPS15	PTPN2	CD8_exhausted	-0.0069365
ERGIC2	ADSS	Macrophages	0.00056224
ERGIC2	ATP6V1B2	Macrophages	4.1968e-06
ERGIC2	CKAP2	Macrophages	0.00032403
ERGIC2	ETHE1	CD8_exhausted	-2.0256e-07
ERGIC2	KPNA1	Macrophages	0.00019787
ERGIC2	LSM6	Macrophages	0.0024801
ERGIC2	MFAP1	CD8_exhausted	-0.013469
ERGIC2	NOL11	CD8_exhausted	-0.043088
ERGIC2	SDHB	Macrophages	0.0023803
ERGIC2	UQCRC1	Macrophages	7.5337e-05
ERGIC3	CPSF3L	Macrophages	0.0029573
ERGIC3	HAT1	Macrophages	0.00032073
ERGIC3	PRKACB	Macrophages	0.0033994
ERGIC3	RAB35	Macrophages	0.00040727
ERGIC3	SAR1B	CD8_exhausted	-0.030522
ERH	MRPS7	CD8_exhausted	-0.00036234
ERH	WAPL	Macrophages	0.0050171
ERICH1	HLA-A	CD8_exhausted	-0.007162
ERICH1	PHF11	CD8_exhausted	-1.7113e-05
ERICH1	RCN2	CD8_exhausted	-3.5543e-05
ERICH1	RNF34	Macrophages	0.0248
ERICH1	SPAG9	CD8_exhausted	-0.040802
ERICH1	USP34	CD8_exhausted	-0.020804
ERICH1	YKT6	Macrophages	0.030002
ERLEC1	CIR1	Macrophages	2.7023e-05
ERLEC1	GCLM	CD8_exhausted	-0.0036276
ERLEC1	NEAT1	CD8_exhausted	-0.00014267
ERLEC1	NELFCD	Macrophages	0.0011601
ERLEC1	PDCD2	CD8_exhausted	-0.0037219
ERLEC1	PRPF38B	Macrophages	0.00022875
ERLEC1	RPN1	CD8_exhausted	-2.3375e-06
ERLEC1	SLAMF1	Macrophages	1.9086e-05
ERLEC1	WDR74	Macrophages	4.05e-07
ERN1	ARL1	Macrophages	0.019078
ERN1	BNIP2	CD8_exhausted	-0.0007174
ERN1	CGGBP1	CD8_exhausted	-0.0026479
ERN1	GLYR1	CD8_exhausted	-0.004268
ERN1	NDUFB7	CD8_exhausted	-0.0028851
ERN1	PCED1B	CD8_exhausted	-0.00016958
ERN1	PFDN1	CD8_exhausted	-0.0072461
ERN1	POLR2L	CD8_exhausted	-0.00062135
ERN1	RCE1	Macrophages	0.022317
ERN1	SRPRB	CD8_exhausted	-0.00055146
ERN1	TMEM245	CD8_exhausted	-0.00036094
ERN1	USP10	CD8_exhausted	-0.00030622
ERN1	VPS26B	CD8_exhausted	-8.1675e-05
ERN1	VPS4A	CD8_exhausted	-0.00024264
ERN1	WDR18	Macrophages	0.040966
ERN1	ZC3H18	Macrophages	0.029117
ERP29	ARFGAP2	Macrophages	0.022389
ERP29	ELOVL5	CD8_exhausted	-0.0075336
ERP29	METAP2	Macrophages	0.0025249
ERP29	PGAM1	CD8_exhausted	-0.0025399
ERP29	RBMX	Macrophages	0.0038349
ERP29	SPAG9	CD8_exhausted	-0.00108
ERP44	IARS	Macrophages	0.0069038
ERP44	MFSD5	CD8_exhausted	-0.023657
ERP44	PLEKHA2	Macrophages	0.0015179
ERP44	SNRPD1	Macrophages	2.3132e-05
ERP44	WARS	Macrophages	0.023438
ESCO1	ATF6B	CD8_exhausted	-0.011845
ESCO1	BLOC1S2	Macrophages	0.013191
ESCO1	COX14	CD8_exhausted	-0.00821
ESCO1	RBBP6	CD8_exhausted	-0.00052572
ESCO1	SCP2	Macrophages	0.019156
ESCO1	TOMM5	CD8_exhausted	-0.0016713
ESD	CPNE3	CD8_exhausted	-0.00090857
ESD	CSNK1A1	Macrophages	0.015464
ESD	FRYL	Macrophages	0.0029155
ESD	GARS	CD8_exhausted	-8.7277e-07
ESD	NASP	CD8_exhausted	-0.0010485
ESD	ORAI2	Macrophages	0.0056807
ESD	PGD	CD8_exhausted	-0.005373
ESD	PPP2R5C	CD8_exhausted	-0.014242
ESD	RAB7A	CD8_exhausted	-0.0014447
ESD	TXN2	CD8_exhausted	-0.0013485
ESD	VIM-AS1	Macrophages	9.8466e-05
ETF1	CNOT2	Macrophages	0.017066
ETF1	CREBBP	CD8_exhausted	-0.0018171
ETF1	MRPL52	CD8_exhausted	-7.0224e-06
ETF1	NRDC	Macrophages	0.0018468
ETF1	PFDN6	CD8_exhausted	-0.00015542
ETF1	PLD3	CD8_exhausted	-0.00015244
ETF1	WTAP	CD8_exhausted	-0.011566
ETFA	BAG6	CD8_exhausted	-0.032548
ETFA	HPS1	Macrophages	4.9403e-06
ETFA	PTTG1IP	CD8_exhausted	-0.0073702
ETFA	TSTD1	Macrophages	0.013867
ETHE1	ERGIC2	CD8_exhausted	-2.0256e-07
ETHE1	KRCC1	Macrophages	0.0079188
ETHE1	SLC7A5	Macrophages	0.0010731
ETNK1	ASF1A	Macrophages	1.3615e-06
ETNK1	BLCAP	CD8_exhausted	-0.032673
ETNK1	CCPG1	Macrophages	9.6007e-06
ETNK1	DDX24	Macrophages	0.00013047
ETNK1	GON4L	Macrophages	5.7616e-05
ETS1	AMD1	Macrophages	0.00087173
ETS1	CYB5R4	Macrophages	0.0010116
ETS1	SLU7	CD8_exhausted	-0.020005
EVI2A	ARL6IP4	Macrophages	0.0028008
EVI2A	DPF2	Macrophages	0.00037328
EVI2A	MCRS1	CD8_exhausted	-0.022023
EVI2B	AMZ2	Macrophages	0.0001153
EVI2B	CCNH	CD8_exhausted	-0.00030268
EVI2B	CYBA	CD8_exhausted	-0.0051727
EVI2B	MPHOSPH8	Macrophages	0.0051028
EVI2B	MYCBP2	Macrophages	1.7441e-05
EVI2B	PDCD2	CD8_exhausted	-0.0078336
EVI2B	POLR2D	Macrophages	0.00064818
EVI2B	PSMA4	Macrophages	0.00027831
EVI2B	SATB1	Macrophages	0.0056783
EVL	CWC25	CD8_exhausted	-3.331e-05
EVL	VPS28	CD8_exhausted	-0.0080575
EWSR1	CCDC28A	Macrophages	0.00016701
EWSR1	CTR9	Macrophages	0.0014376
EWSR1	RAB1B	CD8_exhausted	-0.010068
EWSR1	SDF2	CD8_exhausted	-2.9577e-05
EWSR1	TXNDC15	Macrophages	0.00034775
EXOSC1	ATF2	Macrophages	0.010384
EXOSC1	CAST	Macrophages	0.017407
EXOSC1	EFCAB14	CD8_exhausted	-0.0018162
EXOSC1	HTATSF1	CD8_exhausted	-0.00073169
EXOSC1	LAMTOR2	CD8_exhausted	-0.0047205
EXOSC1	MTCH1	Macrophages	0.028089
EXOSC1	MYD88	CD8_exhausted	-0.00033463
EXOSC1	XRCC5	CD8_exhausted	-0.00015615
EXOSC3	AKAP17A	CD8_exhausted	-0.0012898
EXOSC3	ASCC2	CD8_exhausted	-0.0088697
EXOSC3	CSNK2B	CD8_exhausted	-0.00010273
EXOSC3	FBXO21	Macrophages	0.0092544
EXOSC3	SDHD	CD8_exhausted	-0.0052945
EXOSC3	SIPA1L1	Macrophages	0.00029709
EZR	EFR3A	Macrophages	0.017829
EZR	FOSL2	CD8_exhausted	-0.00019395
EZR	STOM	CD8_exhausted	-0.0033314
FAAP20	BRK1	CD8_exhausted	-4.8093e-05
FAAP20	MVD	CD8_exhausted	-0.00056708
FAAP20	PSMB10	Macrophages	0.00021629
FAAP20	WNK1	Macrophages	0.024145
FABP5	SH3BGRL	Macrophages	0.00026508
FAM102A	C14ORF119	Macrophages	0.00049209
FAM102A	LINC-PINT	CD8_exhausted	-0.0028129
FAM102A	PCMT1	Macrophages	4.1281e-05
FAM103A1	AKR1A1	Macrophages	0.012195
FAM103A1	ARPC5	CD8_exhausted	-0.00017464
FAM103A1	ATF4	CD8_exhausted	-0.023502
FAM103A1	BOD1L1	Macrophages	0.0023677
FAM103A1	GLRX	CD8_exhausted	-0.00043391
FAM103A1	HCFC1R1	CD8_exhausted	-2.0808e-05
FAM103A1	TPD52L2	CD8_exhausted	-0.0026253
FAM104A	IP6K2	CD8_exhausted	-0.0096742
FAM107B	AMZ2	Macrophages	0.02036
FAM107B	IL6ST	Macrophages	0.0019308
FAM107B	SCNM1	CD8_exhausted	-0.019012
FAM118A	CDC42SE1	CD8_exhausted	-4.4901e-05
FAM118A	IGBP1	CD8_exhausted	-0.0018285
FAM118A	WDR33	Macrophages	0.011548
FAM118A	XAB2	CD8_exhausted	-0.0065716
FAM118A	XRCC5	CD8_exhausted	-3.7855e-05
FAM129A	ELF2	CD8_exhausted	-0.00043022
FAM129A	FAM134C	CD8_exhausted	-0.0018936
FAM133B	C14ORF2	Macrophages	6.6827e-06
FAM133B	CERS2	CD8_exhausted	-1.7219e-05
FAM133B	DDX54	Macrophages	0.019147
FAM133B	HPS1	CD8_exhausted	-0.024042
FAM133B	OASL	CD8_exhausted	-0.02599
FAM133B	POLR2B	Macrophages	0.0055895
FAM133B	RBM10	CD8_exhausted	-0.0011218
FAM133B	SSH2	Macrophages	0.0096533
FAM134C	ARMC10	CD8_exhausted	-0.00014995
FAM134C	FAM129A	CD8_exhausted	-0.0018936
FAM134C	KRCC1	CD8_exhausted	-0.00033489
FAM134C	METTL5	CD8_exhausted	-0.0023007
FAM134C	NAGK	CD8_exhausted	-0.0099509
FAM134C	OS9	CD8_exhausted	-0.0030021
FAM134C	SUPT6H	CD8_exhausted	-1.6232e-05
FAM134C	TDP2	CD8_exhausted	-0.003018
FAM134C	TMEM165	Macrophages	0.043
FAM136A	CCDC85B	CD8_exhausted	-0.011274
FAM136A	HCLS1	CD8_exhausted	-9.9273e-07
FAM136A	MED4	Macrophages	0.0040329
FAM136A	TSPYL2	Macrophages	0.00012508
FAM13B	APOBEC3G	CD8_exhausted	-0.0015821
FAM13B	ATP6V1D	Macrophages	0.0015357
FAM13B	CD37	CD8_exhausted	-0.00034785
FAM13B	LCP1	CD8_exhausted	-0.00026858
FAM13B	LINC00493	CD8_exhausted	-9.1731e-05
FAM13B	LUC7L3	CD8_exhausted	-0.00088685
FAM13B	MGAT4A	CD8_exhausted	-2.3927e-05
FAM13B	NUP98	Macrophages	0.020957
FAM13B	PRR13	CD8_exhausted	-1.0851e-05
FAM13B	SP100	CD8_exhausted	-0.00011931
FAM13B	TOR3A	CD8_exhausted	-0.0036926
FAM162A	ARIH1	CD8_exhausted	-1.7808e-05
FAM162A	ATP1A1	Macrophages	3.9502e-06
FAM162A	GSDMD	Macrophages	0.011707
FAM162A	LAG3	CD8_exhausted	-0.0004165
FAM162A	LAMTOR2	Macrophages	0.030101
FAM162A	MRPL52	CD8_exhausted	-0.00016805
FAM162A	NAA20	Macrophages	0.006552
FAM162A	SLIRP	CD8_exhausted	-0.028481
FAM204A	ABHD14B	Macrophages	0.00041065
FAM204A	BTF3L4	Macrophages	0.001429
FAM204A	C12ORF57	CD8_exhausted	-0.0011888
FAM204A	MRPL33	Macrophages	0.00012339
FAM204A	NDUFB1	CD8_exhausted	-0.00072211
FAM204A	PFDN1	CD8_exhausted	-0.0027831
FAM204A	PPP2R3C	CD8_exhausted	-0.0094156
FAM204A	RAB4A	Macrophages	0.001007
FAM204A	RCAN3	CD8_exhausted	-1.4176e-06
FAM208A	DNAJC7	CD8_exhausted	-0.052862
FAM208A	ELP5	CD8_exhausted	-0.016019
FAM208A	MAP1LC3A	Macrophages	0.0047043
FAM208A	MTG1	Macrophages	0.013649
FAM208A	RBM22	Macrophages	0.012908
FAM208A	SDHD	Macrophages	0.024023
FAM208A	SF3B2	Macrophages	0.0072578
FAM208A	SMNDC1	CD8_exhausted	-0.048936
FAM208A	SSU72	Macrophages	0.010778
FAM208A	TFG	Macrophages	0.001698
FAM32A	ATP5D	CD8_exhausted	-0.0012944
FAM32A	CYTH2	CD8_exhausted	-0.012383
FAM32A	GMCL1	Macrophages	0.00055554
FAM32A	HMGN4	CD8_exhausted	-8.9543e-06
FAM32A	KIAA1191	Macrophages	0.0037882
FAM32A	PTPRJ	CD8_exhausted	-0.0010408
FAM32A	RNF34	CD8_exhausted	-3.4282e-05
FAM46C	DNAJB9	CD8_exhausted	-0.0029583
FAM46C	OS9	Macrophages	0.02258
FAM49B	BRD8	CD8_exhausted	-0.0017382
FAM49B	CDC123	Macrophages	0.00024265
FAM49B	DARS	CD8_exhausted	-6.0593e-05
FAM49B	DNAJC2	CD8_exhausted	-1.4816e-05
FAM49B	RCAN3	CD8_exhausted	-5.3987e-05
FAM49B	RNF166	Macrophages	0.0091639
FAM49B	SRRT	CD8_exhausted	-0.002269
FAM49B	TOX4	CD8_exhausted	-0.0045677
FAM50A	CCAR2	CD8_exhausted	-0.0083372
FAM50A	CCNL1	CD8_exhausted	-0.020192
FAM50A	CIR1	Macrophages	0.0025326
FAM50A	GID8	Macrophages	0.00096611
FAM50A	MESDC2	Macrophages	0.00023695
FAM50A	MT-CO2	CD8_exhausted	-0.010117
FAM50A	SLC39A8	CD8_exhausted	-0.00053815
FAM50A	SNRNP200	Macrophages	0.031297
FAM50A	USP33	CD8_exhausted	-0.0054948
FAM60A	C18ORF8	CD8_exhausted	-0.019608
FAM60A	LAPTM4A	CD8_exhausted	-0.0041567
FAM60A	MCRS1	Macrophages	0.00028041
FAM60A	PNPLA2	Macrophages	0.0019932
FAM60A	TMC6	CD8_exhausted	-0.0069855
FAM65B	CYB5B	CD8_exhausted	-0.0006823
FAM65B	POGLUT1	CD8_exhausted	-0.00017076
FAM96A	NOP56	CD8_exhausted	-0.00089949
FAM96A	POLR2B	Macrophages	0.0011961
FAM96A	SLC5A3	Macrophages	0.0090358
FAM96A	ZEB1	CD8_exhausted	-0.00017571
FAM96B	CDC37	Macrophages	0.001813
FAM96B	DDRGK1	Macrophages	6.3573e-05
FAM96B	JMJD6	Macrophages	0.005281
FAM96B	PRDM1	Macrophages	0.00036621
FAM96B	SENP6	Macrophages	0.00019608
FAM96B	TRIP12	CD8_exhausted	-0.052788
FARSA	CMC1	Macrophages	8.6139e-05
FARSA	HOOK3	CD8_exhausted	-0.026056
FARSA	MFSD14A	Macrophages	5.2087e-05
FARSA	PPP2R5E	Macrophages	0.0025114
FARSA	RELA	CD8_exhausted	-0.0073816
FAS	ATG5	Macrophages	0.013465
FBL	BPTF	Macrophages	0.0016467
FBL	MTDH	CD8_exhausted	-0.00015489
FBL	N4BP1	CD8_exhausted	-0.023142
FBL	RAD23B	CD8_exhausted	-0.016833
FBRS	ARRB2	Macrophages	0.0014867
FBRS	GNAI2	Macrophages	0.0065825
FBRS	GPBP1L1	CD8_exhausted	-0.0025328
FBRS	HDAC3	Macrophages	0.00053988
FBRS	KLHL28	CD8_exhausted	-0.0075953
FBRS	PAFAH1B1	Macrophages	2.0173e-05
FBXO21	C14ORF166	CD8_exhausted	-0.0011304
FBXO21	EXOSC3	Macrophages	0.0092544
FBXO21	LRRC47	Macrophages	0.014852
FBXO21	MBTPS1	CD8_exhausted	-3.3635e-05
FBXO21	PLK3	CD8_exhausted	-0.0056809
FBXO21	PRKDC	CD8_exhausted	-3.2043e-05
FBXO21	UBE2J1	Macrophages	2.0604e-06
FBXO34	C8ORF59	CD8_exhausted	-0.0049795
FBXO34	CCDC107	CD8_exhausted	-0.014813
